triplet_id	ac_id	anchor	negative_partner_c	positive_partner_d	ac_pair_id	ad_pair_id	assembly_size_stratum	counterfactual_grade_provisional	sequence_similarity_bin
SCF:0004457	AC:003789	P82923	P82669	P82917	SP:0003789	SP:0017537	gt24	CF-C-provisional	remote_sequence
SCF:0004458	AC:003790	P38077	P30902	P05626	SP:0003790	SP:0017542	gt24	CF-C-provisional	remote_sequence
SCF:0004459	AC:003790	P38077	P30902	P13621	SP:0003790	SP:0017543	gt24	CF-C-provisional	remote_sequence
SCF:0004460	AC:003791	P0A7K2	P0ADY3	P0A7R1	SP:0003791	SP:0017545	gt24	CF-C-provisional	remote_sequence
SCF:0004461	AC:003791	P0ADY3	P0A7K2	P0C018	SP:0003791	SP:0017549	gt24	CF-C-provisional	remote_sequence
SCF:0004462	AC:003791	P0ADY3	P0A7K2	P0ADY7	SP:0003791	SP:0017550	gt24	CF-C-provisional	remote_sequence
SCF:0004463	AC:003794	P35268	P61927	P49207	SP:0003794	SP:0017554	gt24	CF-C-provisional	medium
SCF:0004464	AC:003794	P61927	P35268	P42766	SP:0003794	SP:0017557	gt24	CF-C-provisional	medium
SCF:0004465	AC:003794	P61927	P35268	P61353	SP:0003794	SP:0017558	gt24	CF-C-provisional	medium
SCF:0004466	AC:003794	P61927	P35268	P46779	SP:0003794	SP:0017559	gt24	CF-C-provisional	medium
SCF:0004467	AC:003795	P0CX29	P41819	P25627	SP:0003795	SP:0017560	gt24	CF-C-provisional	remote_sequence
SCF:0004468	AC:003795	P0CX29	P41819	P32905	SP:0003795	SP:0015881	gt24	CF-C-provisional	remote_sequence
SCF:0004469	AC:003795	P0CX29	P41819	P26783	SP:0003795	SP:0017561	gt24	CF-C-provisional	remote_sequence
SCF:0004470	AC:003796	I3LGM5	A0A8D1P1C8	A0A4X1TXR4	SP:0003796	SP:0017566	gt24	CF-C-provisional	remote_sequence
SCF:0004471	AC:003797	P23724	Q06103	P40016	SP:0003797	SP:0017569	gt24	CF-C-provisional	remote_sequence
SCF:0004472	AC:003797	P23724	Q06103	P40327	SP:0003797	SP:0015729	gt24	CF-C-provisional	remote_sequence
SCF:0004473	AC:003797	Q06103	P23724	P21242	SP:0003797	SP:0017572	gt24	CF-C-provisional	remote_sequence
SCF:0004474	AC:003797	Q06103	P23724	P40303	SP:0003797	SP:0017573	gt24	CF-C-provisional	remote_sequence
SCF:0004475	AC:003798	P0CX49	Q08962	P05738	SP:0003798	SP:0017574	gt24	CF-C-provisional	medium
SCF:0004476	AC:003798	P0CX49	Q08962	P51401	SP:0003798	SP:0017575	gt24	CF-C-provisional	remote_sequence
SCF:0004477	AC:003798	P0CX49	Q08962	P05737	SP:0003798	SP:0017576	gt24	CF-C-provisional	remote_sequence
SCF:0004478	AC:003798	Q08962	P0CX49	P43586	SP:0003798	SP:0006256	gt24	CF-C-provisional	remote_sequence
SCF:0004479	AC:003799	Q586A1	Q388L7	Q389T7	SP:0003799	SP:0017582	gt24	CF-C-provisional	remote_sequence
SCF:0004480	AC:003800	G0SEG2	G0SFL0	G0SEI1	SP:0003800	SP:0017585	gt24	CF-C-provisional	medium
SCF:0004481	AC:003800	G0SFL0	G0SEG2	G0RXZ3	SP:0003800	SP:0017588	gt24	CF-C-provisional	medium
SCF:0004482	AC:003800	G0SFL0	G0SEG2	G0SFC3	SP:0003800	SP:0017589	gt24	CF-C-provisional	remote_sequence
SCF:0004483	AC:003800	G0SFL0	G0SEG2	G0S7X0	SP:0003800	SP:0017590	gt24	CF-C-provisional	remote_sequence
SCF:0004484	AC:003801	Q8Y445	Q8Y450	Q8Y458	SP:0003801	SP:0017592	gt24	CF-C-provisional	remote_sequence
SCF:0004485	AC:003801	Q8Y445	Q8Y450	O53083	SP:0003801	SP:0017593	gt24	CF-C-provisional	remote_sequence
SCF:0004486	AC:003801	Q8Y450	Q8Y445	Q8Y443	SP:0003801	SP:0017594	gt24	CF-C-provisional	medium
SCF:0004487	AC:003802	P34232	P04456	P05749	SP:0003802	SP:0017600	gt24	CF-C-provisional	remote_sequence
SCF:0004488	AC:003804	P03929	P05630	P13619	SP:0003804	SP:0013025	gt24	CF-C-provisional	remote_sequence
SCF:0004489	AC:003806	Q5JIY8	Q5JJG3	Q5JJG5	SP:0003806	SP:0017615	gt24	CF-C-provisional	medium
SCF:0004490	AC:003808	P52657	P19387	Q7Z7C8	SP:0003808	SP:0017627	gt24	CF-C-provisional	remote_sequence
SCF:0004491	AC:003810	O43172	P62312	P62306	SP:0003810	SP:0017635	gt24	CF-C-provisional	high
SCF:0004492	AC:003810	O43172	P62312	P62308	SP:0003810	SP:0017636	gt24	CF-C-provisional	remote_sequence
SCF:0004493	AC:003812	Q9Y4Z0	Q9Y4Y9	Q9UK45	SP:0003812	SP:0017648	gt24	CF-C-provisional	remote_sequence
SCF:0004494	AC:003812	Q9Y4Z0	Q9Y4Y9	O95777	SP:0003812	SP:0017649	gt24	CF-C-provisional	remote_sequence
SCF:0004495	AC:003816	Q12522	P25694	Q03532	SP:0003816	SP:0014710	gt24	CF-C-provisional	remote_sequence
SCF:0004496	AC:003816	Q12522	P25694	Q04311	SP:0003816	SP:0014711	gt24	CF-C-provisional	remote_sequence
SCF:0004497	AC:003816	Q12522	P25694	P25582	SP:0003816	SP:0017668	gt24	CF-C-provisional	remote_sequence
SCF:0004498	AC:003817	P47150	P10662	P32902	SP:0003817	SP:0017672	gt24	CF-C-provisional	medium
SCF:0004499	AC:003817	P47150	P10662	Q01163	SP:0003817	SP:0017673	gt24	CF-C-provisional	remote_sequence
SCF:0004500	AC:003817	P47150	P10662	P17558	SP:0003817	SP:0017674	gt24	CF-C-provisional	remote_sequence
SCF:0004501	AC:003819	G0S6V4	G0SFL0	G0RXZ3	SP:0003819	SP:0016341	gt24	CF-C-provisional	remote_sequence
SCF:0004502	AC:003819	G0SFL0	G0S6V4	G0SCE2	SP:0003819	SP:0014898	gt24	CF-C-provisional	remote_sequence
SCF:0004503	AC:003821	C0H4L5	O97231	Q8IIB4	SP:0003821	SP:0017686	gt24	CF-C-provisional	remote_sequence
SCF:0004504	AC:003823	P27069	Q6CWU3	Q875N2	SP:0003823	SP:0017695	gt24	CF-C-provisional	remote_sequence
SCF:0004505	AC:003823	P27069	Q6CWU3	Q6CX80	SP:0003823	SP:0017696	gt24	CF-C-provisional	remote_sequence
SCF:0004506	AC:003823	Q6CWU3	P27069	Q6CW78	SP:0003823	SP:0017698	gt24	CF-C-provisional	remote_sequence
SCF:0004507	AC:003824	P25382	P26784	P0C0W9	SP:0003824	SP:0017701	gt24	CF-C-provisional	medium
SCF:0004508	AC:003824	P26784	P25382	P14126	SP:0003824	SP:0017703	gt24	CF-C-provisional	remote_sequence
SCF:0004509	AC:003825	S5U3X7	S5TMP9	S5TF58	SP:0003825	SP:0017707	gt24	CF-C-provisional	medium
SCF:0004510	AC:003825	S5U3X7	S5TMP9	S5U4R9	SP:0003825	SP:0017708	gt24	CF-C-provisional	remote_sequence
SCF:0004511	AC:003827	Q4G3B8	A0A7S3WIW7	A0A0D3JRC1	SP:0003827	SP:0017714	gt24	CF-C-provisional	medium
SCF:0004512	AC:003827	Q4G3B8	A0A7S3WIW7	R1FED1	SP:0003827	SP:0017715	gt24	CF-C-provisional	medium
SCF:0004513	AC:003827	Q4G3B8	A0A7S3WIW7	Q4G3B9	SP:0003827	SP:0017716	gt24	CF-C-provisional	remote_sequence
SCF:0004514	AC:003828	Q2KIB5	Q2TA24	P23956	SP:0003828	SP:0017717	gt24	CF-C-provisional	medium
SCF:0004515	AC:003829	A0A8D2CGH8	O79882	F1SGC6	SP:0003829	SP:0014722	gt24	CF-C-provisional	medium
SCF:0004516	AC:003832	P60438	P60785	P0AG67	SP:0003832	SP:0015340	gt24	CF-C-provisional	remote_sequence
SCF:0004517	AC:003832	P60438	P60785	P0AFF6	SP:0003832	SP:0008311	gt24	CF-C-provisional	remote_sequence
SCF:0004518	AC:003832	P60785	P60438	P0AG55	SP:0003832	SP:0017734	gt24	CF-C-provisional	remote_sequence
SCF:0004519	AC:003833	Q9RXJ0	Q9RSW6	Q9RSL2	SP:0003833	SP:0017740	gt24	CF-C-provisional	remote_sequence
SCF:0004520	AC:003834	Q2FEQ3	Q2FEQ5	Q2FJ95	SP:0003834	SP:0017743	gt24	CF-C-provisional	remote_sequence
SCF:0004521	AC:003834	Q2FEQ5	Q2FEQ3	Q2FJ95	SP:0003834	SP:0017746	gt24	CF-C-provisional	medium
SCF:0004522	AC:003834	Q2FEQ5	Q2FEQ3	Q2FEP9	SP:0003834	SP:0017747	gt24	CF-C-provisional	remote_sequence
SCF:0004523	AC:003834	Q2FEQ5	Q2FEQ3	Q2FEQ0	SP:0003834	SP:0017748	gt24	CF-C-provisional	remote_sequence
SCF:0004524	AC:003835	Q22AX5	Q23TC8	Q00454	SP:0003835	SP:0017749	gt24	CF-C-provisional	medium
SCF:0004525	AC:003835	Q22AX5	Q23TC8	P0DJ51	SP:0003835	SP:0017750	gt24	CF-C-provisional	remote_sequence
SCF:0004526	AC:003835	Q22AX5	Q23TC8	P0DJ23	SP:0003835	SP:0017751	gt24	CF-C-provisional	remote_sequence
SCF:0004527	AC:003835	Q23TC8	Q22AX5	P0DJ56	SP:0003835	SP:0016762	gt24	CF-C-provisional	remote_sequence
SCF:0004528	AC:003838	Q5JE20	Q5JJG8	Q5JIV0	SP:0003838	SP:0017765	gt24	CF-C-provisional	remote_sequence
SCF:0004529	AC:003839	Q8VCD5	Q8VCS6	Q920D3	SP:0003839	SP:0017769	gt24	CF-C-provisional	remote_sequence
SCF:0004530	AC:003840	P52505	P03898	P03902	SP:0003840	SP:0017776	gt24	CF-C-provisional	medium
SCF:0004531	AC:003842	Q2FER6	Q2FEQ3	Q2FEP4	SP:0003842	SP:0017782	gt24	CF-C-provisional	medium
SCF:0004532	AC:003842	Q2FER6	Q2FEQ3	Q2FJ95	SP:0003842	SP:0017783	gt24	CF-C-provisional	medium
SCF:0004533	AC:003842	Q2FER6	Q2FEQ3	Q2FG58	SP:0003842	SP:0017784	gt24	CF-C-provisional	remote_sequence
SCF:0004534	AC:003844	Q2FW21	Q2FW38	Q2FW33	SP:0003844	SP:0017785	gt24	CF-C-provisional	remote_sequence
SCF:0004535	AC:003844	Q2FW21	Q2FW38	Q2FW30	SP:0003844	SP:0017786	gt24	CF-C-provisional	remote_sequence
SCF:0004536	AC:003844	Q2FW21	Q2FW38	Q5HID0	SP:0003844	SP:0017787	gt24	CF-C-provisional	remote_sequence
SCF:0004537	AC:003844	Q2FW38	Q2FW21	P0A0F8	SP:0003844	SP:0012714	gt24	CF-C-provisional	medium
SCF:0004538	AC:003844	Q2FW38	Q2FW21	Q2FW18	SP:0003844	SP:0017788	gt24	CF-C-provisional	remote_sequence
SCF:0004539	AC:003845	Q9UNZ5	O00488	P42766	SP:0003845	SP:0017791	gt24	CF-C-provisional	medium
SCF:0004540	AC:003847	Q921D4	Q9CQI9	Q62276	SP:0003847	SP:0017799	gt24	CF-C-provisional	remote_sequence
SCF:0004541	AC:003847	Q921D4	Q9CQI9	Q9DB91	SP:0003847	SP:0017800	gt24	CF-C-provisional	remote_sequence
SCF:0004542	AC:003849	Q9CZ82	Q9CZB6	Q9D7W5	SP:0003849	SP:0017806	gt24	CF-C-provisional	remote_sequence
SCF:0004543	AC:003849	Q9CZ82	Q9CZB6	Q62276	SP:0003849	SP:0017807	gt24	CF-C-provisional	remote_sequence
SCF:0004544	AC:003850	Q5I7K7	W5ECL2	A0A3B6NJZ9	SP:0003850	SP:0017812	gt24	CF-C-provisional	remote_sequence
SCF:0004545	AC:003851	P0CX55	O14467	Q01855	SP:0003851	SP:0017820	gt24	CF-C-provisional	medium
SCF:0004546	AC:003851	P0CX55	O14467	P05740	SP:0003851	SP:0017821	gt24	CF-C-provisional	remote_sequence
SCF:0004547	AC:003851	P0CX55	O14467	P0CX51	SP:0003851	SP:0017822	gt24	CF-C-provisional	remote_sequence
SCF:0004548	AC:003852	P0CX23	Q12532	P53145	SP:0003852	SP:0016015	gt24	CF-C-provisional	remote_sequence
SCF:0004549	AC:003852	P0CX23	Q12532	Q04311	SP:0003852	SP:0017824	gt24	CF-C-provisional	remote_sequence
SCF:0004550	AC:003853	P15819	Q54697	Q55354	SP:0003853	SP:0017828	gt24	CF-C-provisional	remote_sequence
SCF:0004551	AC:003853	P15819	Q54697	P74787	SP:0003853	SP:0017829	gt24	CF-C-provisional	remote_sequence
SCF:0004552	AC:003853	Q54697	P15819	P09191	SP:0003853	SP:0017831	gt24	CF-C-provisional	medium
SCF:0004553	AC:003854	Q6CGB4	Q9B6D3	Q9B6D6	SP:0003854	SP:0017834	gt24	CF-C-provisional	medium
SCF:0004554	AC:003854	Q6CGB4	Q9B6D3	Q9B6C8	SP:0003854	SP:0017835	gt24	CF-C-provisional	remote_sequence
SCF:0004555	AC:003856	P18933	P18932	P03896	SP:0003856	SP:0015998	gt24	CF-C-provisional	remote_sequence
SCF:0004556	AC:003857	W5I1R7	W5FPA7	W5AUH7	SP:0003857	SP:0011022	gt24	CF-C-provisional	remote_sequence
SCF:0004557	AC:003859	A0A1B4XKU1	A0A1B4XKU3	A0A1B4XKR3	SP:0003859	SP:0017851	gt24	CF-C-provisional	remote_sequence
SCF:0004558	AC:003859	A0A1B4XKU1	A0A1B4XKU3	A0A1B4XMC1	SP:0003859	SP:0017852	gt24	CF-C-provisional	remote_sequence
SCF:0004559	AC:003859	A0A1B4XKU3	A0A1B4XKU1	A0A1B4XKS7	SP:0003859	SP:0017854	gt24	CF-C-provisional	remote_sequence
SCF:0004560	AC:003860	A4HV47	A4HZI9	A4I357	SP:0003860	SP:0017254	gt24	CF-C-provisional	medium
SCF:0004561	AC:003860	A4HV47	A4HZI9	A4HN55	SP:0003860	SP:0017855	gt24	CF-C-provisional	medium
SCF:0004562	AC:003860	A4HV47	A4HZI9	A4IBS2	SP:0003860	SP:0017856	gt24	CF-C-provisional	medium
SCF:0004563	AC:003860	A4HZI9	A4HV47	A4IDD6	SP:0003860	SP:0015460	gt24	CF-C-provisional	medium
SCF:0004564	AC:003860	A4HZI9	A4HV47	A4HSQ5	SP:0003860	SP:0014292	gt24	CF-C-provisional	medium
SCF:0004565	AC:003860	A4HZI9	A4HV47	A4IDD0	SP:0003860	SP:0017857	gt24	CF-C-provisional	medium
SCF:0004566	AC:003861	G0S4M2	G0S832	G0SFD6	SP:0003861	SP:0017858	gt24	CF-C-provisional	remote_sequence
SCF:0004567	AC:003861	G0S832	G0S4M2	G0S7X0	SP:0003861	SP:0015119	gt24	CF-C-provisional	remote_sequence
SCF:0004568	AC:003862	A0A287BDC0	F1SIS9	A0A287AZF9	SP:0003862	SP:0017863	gt24	CF-C-provisional	medium
SCF:0004569	AC:003862	F1SIS9	A0A287BDC0	A0A4X1VVS8	SP:0003862	SP:0017867	gt24	CF-C-provisional	remote_sequence
SCF:0004570	AC:003862	F1SIS9	A0A287BDC0	F1RRC9	SP:0003862	SP:0017868	gt24	CF-C-provisional	remote_sequence
SCF:0004571	AC:003863	P0DJ23	P0DJ16	P0DJ60	SP:0003863	SP:0017873	gt24	CF-C-provisional	remote_sequence
SCF:0004572	AC:003864	P33442	P38333	Q12499	SP:0003864	SP:0017875	gt24	CF-C-provisional	remote_sequence
SCF:0004573	AC:003864	P33442	P38333	P47083	SP:0003864	SP:0017876	gt24	CF-C-provisional	remote_sequence
SCF:0004574	AC:003864	P33442	P38333	Q12460	SP:0003864	SP:0017877	gt24	CF-C-provisional	remote_sequence
SCF:0004575	AC:003867	O51638	O51405	O51347	SP:0003867	SP:0017893	gt24	CF-C-provisional	remote_sequence
SCF:0004576	AC:003868	Q9BI06	C4LVH6	C4M8R8	SP:0003868	SP:0017899	gt24	CF-C-provisional	remote_sequence
SCF:0004577	AC:003869	D3Z338	C6KI89	A2RTF1	SP:0003869	SP:0017902	gt24	CF-C-provisional	remote_sequence
SCF:0004578	AC:003873	A0A640KQX8	A0A640KZP5	A0A640KBV2	SP:0003873	SP:0017919	gt24	CF-C-provisional	medium
SCF:0004579	AC:003873	A0A640KQX8	A0A640KZP5	A0A640KGL4	SP:0003873	SP:0017920	gt24	CF-C-provisional	medium
SCF:0004580	AC:003873	A0A640KQX8	A0A640KZP5	A0A640KUX2	SP:0003873	SP:0017921	gt24	CF-C-provisional	remote_sequence
SCF:0004581	AC:003873	A0A640KZP5	A0A640KQX8	A0A640KBR2	SP:0003873	SP:0017922	gt24	CF-C-provisional	remote_sequence
SCF:0004582	AC:003873	A0A640KZP5	A0A640KQX8	A0A640KUX2	SP:0003873	SP:0017924	gt24	CF-C-provisional	remote_sequence
SCF:0004583	AC:003874	P62128	P82129	P09597	SP:0003874	SP:0017925	gt24	CF-C-provisional	remote_sequence
SCF:0004584	AC:003875	P30657	Q04062	Q08723	SP:0003875	SP:0017930	gt24	CF-C-provisional	remote_sequence
SCF:0004585	AC:003875	Q04062	P30657	P21242	SP:0003875	SP:0017933	gt24	CF-C-provisional	medium
SCF:0004586	AC:003875	Q04062	P30657	P23639	SP:0003875	SP:0017934	gt24	CF-C-provisional	remote_sequence
SCF:0004587	AC:003875	Q04062	P30657	P32496	SP:0003875	SP:0017935	gt24	CF-C-provisional	remote_sequence
SCF:0004588	AC:003877	F1SIS9	A0A480KM09	A0A4X1UIV8	SP:0003877	SP:0017944	gt24	CF-C-provisional	medium
SCF:0004589	AC:003878	O43660	Q8NAV1	O95926	SP:0003878	SP:0017947	gt24	CF-C-provisional	remote_sequence
SCF:0004590	AC:003878	Q8NAV1	O43660	Q96DI7	SP:0003878	SP:0017950	gt24	CF-C-provisional	remote_sequence
SCF:0004591	AC:003878	Q8NAV1	O43660	Q2TAY7	SP:0003878	SP:0017951	gt24	CF-C-provisional	remote_sequence
SCF:0004592	AC:003878	Q8NAV1	O43660	O43172	SP:0003878	SP:0011112	gt24	CF-C-provisional	remote_sequence
SCF:0004593	AC:003879	A0A6J4B0S3	A0A6J4B125	A0A6J4B150	SP:0003879	SP:0014444	gt24	CF-C-provisional	medium
SCF:0004594	AC:003879	A0A6J4B0S3	A0A6J4B125	A0A6J4B037	SP:0003879	SP:0014442	gt24	CF-C-provisional	medium
SCF:0004595	AC:003879	A0A6J4B0S3	A0A6J4B125	A0A6J4B0A4	SP:0003879	SP:0014862	gt24	CF-C-provisional	medium
SCF:0004596	AC:003879	A0A6J4B125	A0A6J4B0S3	A0A6J4B0A4	SP:0003879	SP:0017952	gt24	CF-C-provisional	medium
SCF:0004597	AC:003879	A0A6J4B125	A0A6J4B0S3	A0A6J4B499	SP:0003879	SP:0017953	gt24	CF-C-provisional	medium
SCF:0004598	AC:003879	A0A6J4B125	A0A6J4B0S3	A0A6J4B7P8	SP:0003879	SP:0017954	gt24	CF-C-provisional	medium
SCF:0004599	AC:003881	P42677	O75822	P23396	SP:0003881	SP:0016805	gt24	CF-C-provisional	remote_sequence
SCF:0004600	AC:003881	P42677	O75822	P46782	SP:0003881	SP:0017963	gt24	CF-C-provisional	remote_sequence
SCF:0004601	AC:003882	G0SBR7	G0S4E3	G0SFK8	SP:0003882	SP:0017967	gt24	CF-C-provisional	remote_sequence
SCF:0004602	AC:003883	Q2FXS8	Q2FW20	Q2FW11	SP:0003883	SP:0017970	gt24	CF-C-provisional	medium
SCF:0004603	AC:003883	Q2FXS8	Q2FW20	P0A0H0	SP:0003883	SP:0009362	gt24	CF-C-provisional	medium
SCF:0004604	AC:003883	Q2FXS8	Q2FW20	Q2FXT0	SP:0003883	SP:0017971	gt24	CF-C-provisional	remote_sequence
SCF:0004605	AC:003884	O51206	O51456	O51314	SP:0003884	SP:0017972	gt24	CF-C-provisional	remote_sequence
SCF:0004606	AC:003885	G0S0D6	G0RYQ7	G0S4P8	SP:0003885	SP:0017976	gt24	CF-C-provisional	remote_sequence
SCF:0004607	AC:003886	P0A7J7	P36675	P0A7M2	SP:0003886	SP:0017977	gt24	CF-C-provisional	medium
SCF:0004608	AC:003887	A0A0U5ALU0	A0A0U5AP82	A0A660JMC7	SP:0003887	SP:0017983	gt24	CF-C-provisional	remote_sequence
SCF:0004609	AC:003887	A0A0U5ALU0	A0A0U5AP82	A0A0U5A6S7	SP:0003887	SP:0017984	gt24	CF-C-provisional	remote_sequence
SCF:0004610	AC:003887	A0A0U5AP82	A0A0U5ALU0	A0A0U4VSH7	SP:0003887	SP:0014818	gt24	CF-C-provisional	remote_sequence
SCF:0004611	AC:003887	A0A0U5AP82	A0A0U5ALU0	A0A0U5ADD0	SP:0003887	SP:0017987	gt24	CF-C-provisional	remote_sequence
SCF:0004612	AC:003889	A0A2I0BP34	W7JKG5	A0A2I0BU46	SP:0003889	SP:0017994	gt24	CF-C-provisional	medium
SCF:0004613	AC:003889	A0A2I0BP34	W7JKG5	W7KN95	SP:0003889	SP:0017995	gt24	CF-C-provisional	medium
SCF:0004614	AC:003889	A0A2I0BP34	W7JKG5	A0A2I0BS43	SP:0003889	SP:0017996	gt24	CF-C-provisional	remote_sequence
SCF:0004615	AC:003889	W7JKG5	A0A2I0BP34	W7KN95	SP:0003889	SP:0016683	gt24	CF-C-provisional	medium
SCF:0004616	AC:003889	W7JKG5	A0A2I0BP34	A0A2I0BS43	SP:0003889	SP:0016685	gt24	CF-C-provisional	medium
SCF:0004617	AC:003889	W7JKG5	A0A2I0BP34	W7K6A8	SP:0003889	SP:0016684	gt24	CF-C-provisional	remote_sequence
SCF:0004618	AC:003890	A0A3Q8IGI9	A0A504XJE6	A0A3S7X954	SP:0003890	SP:0017997	gt24	CF-C-provisional	remote_sequence
SCF:0004619	AC:003890	A0A3Q8IGI9	A0A504XJE6	A0A504XZK6	SP:0003890	SP:0017998	gt24	CF-C-provisional	remote_sequence
SCF:0004620	AC:003890	A0A3Q8IGI9	A0A504XJE6	A0A3S7X961	SP:0003890	SP:0017999	gt24	CF-C-provisional	remote_sequence
SCF:0004621	AC:003891	Q9CQC7	Q9CR21	Q9CQ54	SP:0003891	SP:0018003	gt24	CF-C-provisional	remote_sequence
SCF:0004622	AC:003891	Q9CR21	Q9CQC7	Q3UIU2	SP:0003891	SP:0016264	gt24	CF-C-provisional	remote_sequence
SCF:0004623	AC:003894	B6VNN4	B6VNP3	B6VNP1	SP:0003894	SP:0018014	gt24	CF-C-provisional	medium
SCF:0004624	AC:003894	B6VNP3	B6VNN4	B6VNN3	SP:0003894	SP:0018017	gt24	CF-C-provisional	remote_sequence
SCF:0004625	AC:003895	A0A640KJI7	A0A640KUX2	A0A640KBR2	SP:0003895	SP:0018020	gt24	CF-C-provisional	medium
SCF:0004626	AC:003895	A0A640KJI7	A0A640KUX2	A0A640KZP5	SP:0003895	SP:0018021	gt24	CF-C-provisional	remote_sequence
SCF:0004627	AC:003895	A0A640KJI7	A0A640KUX2	A0A640KBV2	SP:0003895	SP:0018022	gt24	CF-C-provisional	remote_sequence
SCF:0004628	AC:003895	A0A640KUX2	A0A640KJI7	A0A640KZP5	SP:0003895	SP:0017924	gt24	CF-C-provisional	medium
SCF:0004629	AC:003895	A0A640KUX2	A0A640KJI7	A0A640KBV2	SP:0003895	SP:0018023	gt24	CF-C-provisional	medium
SCF:0004630	AC:003895	A0A640KUX2	A0A640KJI7	A0A640KGL4	SP:0003895	SP:0018024	gt24	CF-C-provisional	medium
SCF:0004631	AC:003897	P49166	P47019	Q08004	SP:0003897	SP:0018030	gt24	CF-C-provisional	remote_sequence
SCF:0004632	AC:003897	P49166	P47019	P36105	SP:0003897	SP:0018031	gt24	CF-C-provisional	remote_sequence
SCF:0004633	AC:003898	Q9W380	Q9V3W2	Q9VTU2	SP:0003898	SP:0015495	gt24	CF-C-provisional	remote_sequence
SCF:0004634	AC:003899	O51314	O51441	O51206	SP:0003899	SP:0017972	gt24	CF-C-provisional	remote_sequence
SCF:0004635	AC:003899	O51314	O51441	O51447	SP:0003899	SP:0018037	gt24	CF-C-provisional	remote_sequence
SCF:0004636	AC:003899	O51441	O51314	O51206	SP:0003899	SP:0016793	gt24	CF-C-provisional	remote_sequence
SCF:0004637	AC:003900	G0S1Z0	G0SCS8	G0SF93	SP:0003900	SP:0018041	gt24	CF-C-provisional	remote_sequence
SCF:0004638	AC:003904	P19404	O95169	Q9NX14	SP:0003904	SP:0018061	gt24	CF-C-provisional	remote_sequence
SCF:0004639	AC:003906	P12878	P21468	P21473	SP:0003906	SP:0017367	gt24	CF-C-provisional	remote_sequence
SCF:0004640	AC:003906	P12878	P21468	P21476	SP:0003906	SP:0018066	gt24	CF-C-provisional	remote_sequence
SCF:0004641	AC:003907	E1UWD7	E1UWE6	E1UWD9	SP:0003907	SP:0018069	gt24	CF-C-provisional	remote_sequence
SCF:0004642	AC:003908	P0CX23	P0CX44	P05740	SP:0003908	SP:0018075	gt24	CF-C-provisional	remote_sequence
SCF:0004643	AC:003908	P0CX23	P0CX44	P38779	SP:0003908	SP:0018076	gt24	CF-C-provisional	remote_sequence
SCF:0004644	AC:003908	P0CX23	P0CX44	P41805	SP:0003908	SP:0018077	gt24	CF-C-provisional	remote_sequence
SCF:0004645	AC:003909	Q9D2R8	Q9D7N3	Q8BJZ4	SP:0003909	SP:0018081	gt24	CF-C-provisional	remote_sequence
SCF:0004646	AC:003909	Q9D2R8	Q9D7N3	Q61733	SP:0003909	SP:0018082	gt24	CF-C-provisional	remote_sequence
SCF:0004647	AC:003911	A0T0P5	B8BVI1	B8BUU4	SP:0003911	SP:0018089	gt24	CF-C-provisional	medium
SCF:0004648	AC:003911	A0T0P5	B8BVI1	B8BVI4	SP:0003911	SP:0018090	gt24	CF-C-provisional	medium
SCF:0004649	AC:003911	B8BVI1	A0T0P5	A0T0T1	SP:0003911	SP:0018091	gt24	CF-C-provisional	medium
SCF:0004650	AC:003911	B8BVI1	A0T0P5	A0A8F5GHI6	SP:0003911	SP:0018092	gt24	CF-C-provisional	medium
SCF:0004651	AC:003914	P05767	P0CT72	Q9USZ6	SP:0003914	SP:0017443	gt24	CF-C-provisional	remote_sequence
SCF:0004652	AC:003915	P35679	Q10330	P78946	SP:0003915	SP:0018107	gt24	CF-C-provisional	medium
SCF:0004653	AC:003915	P35679	Q10330	P79071	SP:0003915	SP:0018108	gt24	CF-C-provisional	medium
SCF:0004654	AC:003915	P35679	Q10330	O14069	SP:0003915	SP:0016477	gt24	CF-C-provisional	remote_sequence
SCF:0004655	AC:003915	Q10330	P35679	O94476	SP:0003915	SP:0018109	gt24	CF-C-provisional	remote_sequence
SCF:0004656	AC:003915	Q10330	P35679	O13802	SP:0003915	SP:0018110	gt24	CF-C-provisional	remote_sequence
SCF:0004657	AC:003917	A1B495	A1B4F3	A1B479	SP:0003917	SP:0018118	gt24	CF-C-provisional	remote_sequence
SCF:0004658	AC:003917	A1B495	A1B4F3	A1B480	SP:0003917	SP:0018119	gt24	CF-C-provisional	remote_sequence
SCF:0004659	AC:003918	A1B497	A1B3D7	A1B480	SP:0003918	SP:0018123	gt24	CF-C-provisional	remote_sequence
SCF:0004660	AC:003919	P80373	Q5SLQ0	Q5SKU1	SP:0003919	SP:0018126	gt24	CF-C-provisional	remote_sequence
SCF:0004661	AC:003919	P80373	Q5SLQ0	Q5SHN7	SP:0003919	SP:0018127	gt24	CF-C-provisional	remote_sequence
SCF:0004662	AC:003919	Q5SLQ0	P80373	Q5SKU2	SP:0003919	SP:0018129	gt24	CF-C-provisional	remote_sequence
SCF:0004663	AC:003921	A0A6P9FRJ5	A0A6P7E5N1	A0A6P3TFB2	SP:0003921	SP:0018139	gt24	CF-C-provisional	remote_sequence
SCF:0004664	AC:003922	P54999	Q12309	P39682	SP:0003922	SP:0011381	gt24	CF-C-provisional	medium
SCF:0004665	AC:003922	P54999	Q12309	Q03776	SP:0003922	SP:0017014	gt24	CF-C-provisional	remote_sequence
