pair_id	role	protein_x	protein_y	ac_id	triplet_id	anchor	assembly_size_stratum	structure_grade_provisional	counterfactual_grade_provisional	sequence_similarity_bin	positive_source	positive_interface_status	orientation
SP:0014839	ad_positive	A0A4X1VEK9	A0A4X1VM56	AC:003233		A0A4X1VEK9	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014840	ad_positive	A0A8D1GCS3	A0A4X1VKG7	AC:003233		A0A8D1GCS3	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0014841	ad_positive	O60164	O94238	AC:003234		O60164	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014842	ad_positive	O60164	O74399	AC:003234		O60164	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014843	ad_positive	O60164	P17937	AC:003234		O60164	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014844	ad_positive	Q9USZ6	O94238	AC:003234		Q9USZ6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014845	ad_positive	Q9USZ6	Q9USG6	AC:003234		Q9USZ6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014846	ad_positive	Q9USZ6	P25457	AC:003234		Q9USZ6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014847	ad_positive	P12877	P55873	AC:003235		P12877	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014848	ad_positive	P12877	P0CI78	AC:003235		P12877	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014849	ad_positive	P12877	P19946	AC:003235		P12877	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014850	ad_positive	P21469	P21467	AC:003235		P21469	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014851	ad_positive	P21469	P12879	AC:003235		P21469	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014852	ad_positive	P21469	P21470	AC:003235		P21469	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014853	ad_positive	P42921	P20277	AC:003236		P42921	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014854	ad_positive	P42921	P19946	AC:003236		P42921	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014855	ad_positive	P42921	Q03223	AC:003236		P42921	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014856	ad_positive	G0S8F1	G0SGY1	AC:003237		G0S8F1	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014857	ad_positive	G0S8F1	G0SB32	AC:003237		G0S8F1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014858	ad_positive	G0SHJ6	G0S5M5	AC:003237		G0SHJ6	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0014859	ad_positive	G0SHJ6	G0SCL3	AC:003237		G0SHJ6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014860	ad_positive	G0SHJ6	G0S9B5	AC:003237		G0SHJ6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014861	ad_positive	A0A6J4B0A4	A0A6J4B3M5	AC:003238		A0A6J4B0A4	gt24			medium	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0014862	ad_positive	A0A6J4B0A4	A0A6J4B0S3	AC:003238		A0A6J4B0A4	gt24			medium	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014863	ad_positive	A0A6J4B112	A0A6J4B3M5	AC:003238		A0A6J4B112	gt24			medium	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0014864	ad_positive	A0A6J4B112	A0A6J4B7P2	AC:003238		A0A6J4B112	gt24			medium	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014865	ad_positive	A0A6J4B112	A0A6J4B2D8	AC:003238		A0A6J4B112	gt24			medium	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014866	ad_positive	Q38C84	Q57VT0	AC:003239		Q38C84	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014867	ad_positive	Q38C84	P0DPG3	AC:003239		Q38C84	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014868	ad_positive	Q38C84	Q57ZE2	AC:003239		Q38C84	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014869	ad_positive	Q582T1	Q583U4	AC:003239		Q582T1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014870	ad_positive	Q582T1	Q38CI8	AC:003239		Q582T1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014871	ad_positive	O94288	Q9UT32	AC:003240		O94288	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014872	ad_positive	O94288	Q9UUC1	AC:003240		O94288	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014873	ad_positive	O94288	O14339	AC:003240		O94288	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014874	ad_positive	Q9USG6	O74175	AC:003240		Q9USG6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0014875	ad_positive	Q9USG6	Q09668	AC:003240		Q9USG6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014876	ad_positive	P0CT68	O60143	AC:003241		P0CT68	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014877	ad_positive	P0CT68	P25457	AC:003241		P0CT68	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014878	ad_positive	P17937	O94238	AC:003241		P17937	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014879	ad_positive	P17937	O14339	AC:003241		P17937	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0014880	ad_positive	P17937	O74175	AC:003241		P17937	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014881	ad_positive	A0A1D8NKB4	A0A1D8NNZ0	AC:003242		A0A1D8NKB4	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014882	ad_positive	Q9UUT8	B5FVD3	AC:003242		Q9UUT8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014883	ad_positive	Q9UUT8	A0A1D8NC63	AC:003242		Q9UUT8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014884	ad_positive	Q9UUT8	Q6C4W9	AC:003242		Q9UUT8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014885	ad_positive	Q9URY0	O74399	AC:003243		Q9URY0	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0014886	ad_positive	Q9USR7	O74399	AC:003243		Q9USR7	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0014887	ad_positive	Q9CPR5	Q9DCI9	AC:003244		Q9CPR5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014888	ad_positive	Q9CPR5	Q8K2M0	AC:003244		Q9CPR5	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014889	ad_positive	Q9CPR5	Q8K2Y7	AC:003244		Q9CPR5	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0014890	ad_positive	Q9CWT6	Q8K2Y7	AC:003244		Q9CWT6	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014891	ad_positive	Q9CWT6	Q9D7N6	AC:003244		Q9CWT6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0014892	ad_positive	Q9CWT6	Q5ND52	AC:003244		Q9CWT6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014893	ad_positive	C3SQY7	P0A7W1	AC:003245		C3SQY7	gt24			high	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014894	ad_positive	C3SQY7	A0A2X1PQW4	AC:003245		C3SQY7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014895	ad_positive	C3SR27	C3SR12	AC:003245		C3SR27	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0014896	ad_positive	C3SR27	C3SQX2	AC:003245		C3SR27	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014897	ad_positive	G0SFL0	G0S0Z3	AC:003246		G0SFL0	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014898	ad_positive	G0SFL0	G0SCE2	AC:003246		G0SFL0	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0014899	ad_positive	G0SFL0	G0SHJ6	AC:003246		G0SFL0	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014900	ad_positive	G0SH61	G0RXZ3	AC:003246		G0SH61	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014901	ad_positive	G0SH61	G0SCL3	AC:003246		G0SH61	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014902	ad_positive	G0SH61	G0S1R0	AC:003246		G0SH61	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014903	ad_positive	A0A286ZTW8	A0A287BIV6	AC:003247		A0A286ZTW8	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0014904	ad_positive	A0A286ZTW8	A0A5G2QZK0	AC:003247		A0A286ZTW8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014905	ad_positive	A0A286ZTW8	A0A8D1VKN8	AC:003247		A0A286ZTW8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014906	ad_positive	A0A480QIM3	I3LTC4	AC:003247		A0A480QIM3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014907	ad_positive	A0A480QIM3	F1RMQ4	AC:003247		A0A480QIM3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014908	ad_positive	A0A480QIM3	A0A8D1F1K9	AC:003247		A0A480QIM3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014909	ad_positive	P82918	P82920	AC:003248		P82918	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014910	ad_positive	P82918	Q3SZ86	AC:003248		P82918	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014911	ad_positive	P82918	Q2KID9	AC:003248		P82918	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0014912	ad_positive	P82923	Q2NL27	AC:003248		P82923	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014913	ad_positive	P82923	P82915	AC:003248		P82923	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014914	ad_positive	P82923	P82926	AC:003248		P82923	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014915	ad_positive	B5FVF8	Q9B6E8	AC:003249		B5FVF8	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014916	ad_positive	B5FVF8	Q9B6D3	AC:003249		B5FVF8	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014917	ad_positive	B5FVF8	Q9B6D6	AC:003249		B5FVF8	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014918	ad_positive	Q9B6C8	B5FVF3	AC:003249		Q9B6C8	gt24			remote_sequence	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0014919	ad_positive	Q9B6C8	Q9B6E9	AC:003249		Q9B6C8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014920	ad_positive	E1UWB1	E1UWB3	AC:003250		E1UWB1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014921	ad_positive	E1UWB1	E1UWE0	AC:003250		E1UWB1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014922	ad_positive	E1UWB6	E1UWB4	AC:003250		E1UWB6	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014923	ad_positive	E1UWB6	E1UWE4	AC:003250		E1UWB6	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014924	ad_positive	E1UWB6	E1UWD5	AC:003250		E1UWB6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014925	ad_positive	A0A8D1EYI7	K7GSE5	AC:003251		A0A8D1EYI7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014926	ad_positive	A0A8D1EYI7	A0A4X1VD84	AC:003251		A0A8D1EYI7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014927	ad_positive	A0A8D1FN21	A0A8D1WW27	AC:003251		A0A8D1FN21	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014928	ad_positive	A0A8D1FN21	A0A8D0Z0K9	AC:003251		A0A8D1FN21	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014929	ad_positive	A0A8D1FN21	A0A8D0INK7	AC:003251		A0A8D1FN21	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014930	ad_positive	A0QS45	A0QS97	AC:003252		A0QS45	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014931	ad_positive	A0QS45	A0QS62	AC:003252		A0QS45	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014932	ad_positive	A0QSD6	A0QSG8	AC:003252		A0QSD6	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014933	ad_positive	A0QSD6	A0QS62	AC:003252		A0QSD6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0014934	ad_positive	A0QSD6	A0QSP8	AC:003252		A0QSD6	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014935	ad_positive	A0R549	A0A2U9Q0X2	AC:003253		A0R549	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014936	ad_positive	A0A1D8N3C8	Q9UUU3	AC:003254		A0A1D8N3C8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014937	ad_positive	A0A1D8N3C8	Q9UUT7	AC:003254		A0A1D8N3C8	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014938	ad_positive	S5TMP9	A0A1H6Q311	AC:003254		S5TMP9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014939	ad_positive	S5TMP9	A0A1D8NGI5	AC:003254		S5TMP9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014940	ad_positive	S5TMP9	S5U4R9	AC:003254		S5TMP9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014941	ad_positive	E1UWC3	E1UWE3	AC:003255		E1UWC3	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014942	ad_positive	E1UWC3	E1UWD2	AC:003255		E1UWC3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014943	ad_positive	E1UWC3	E1UWE0	AC:003255		E1UWC3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014944	ad_positive	E1UWD3	E1UWC2	AC:003255		E1UWD3	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014945	ad_positive	E1UWD3	E1UWC5	AC:003255		E1UWD3	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014946	ad_positive	E1UWD3	A0A1G4KQ11	AC:003255		E1UWD3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014947	ad_positive	C4LW09	C4LSA0	AC:003256		C4LW09	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014948	ad_positive	C4LW09	C4LU13	AC:003256		C4LW09	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014949	ad_positive	C4LW09	C4M3F3	AC:003256		C4LW09	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0014950	ad_positive	C4LYF9	C4LT96	AC:003256		C4LYF9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014951	ad_positive	C4LYF9	C4LXZ0	AC:003256		C4LYF9	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014952	ad_positive	C4LYF9	C4M3F3	AC:003256		C4LYF9	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014953	ad_positive	A0AA36INE2	A0AA36HTH0	AC:003257		A0AA36INE2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014954	ad_positive	A0AA36INE2	A0AA36N262	AC:003257		A0AA36INE2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014955	ad_positive	A0AA36INE2	A0AA36NBE3	AC:003257		A0AA36INE2	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	a
SP:0014956	ad_positive	A0AA36N6D6	A0AA36NBE3	AC:003257		A0AA36N6D6	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_interface_pass	c
SP:0014957	ad_positive	A0AA36N6D6	A0AA36NGX7	AC:003257		A0AA36N6D6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014958	ad_positive	A0AA36N6D6	A0AA36MQP1	AC:003257		A0AA36N6D6	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014959	ad_positive	I6UZW2	I6V2A4	AC:003258		I6UZW2	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0014960	ad_positive	I6V297	I6U860	AC:003258		I6V297	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014961	ad_positive	I6V297	I6TXQ1	AC:003258		I6V297	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014962	ad_positive	G1SWM1	G1TG89	AC:003259		G1SWM1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014963	ad_positive	G1SWM1	G1U0Q2	AC:003259		G1SWM1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014964	ad_positive	G1SWM1	G1TPV3	AC:003259		G1SWM1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014965	ad_positive	G1TZ76	A0A5F9D5B2	AC:003259		G1TZ76	gt24			remote_sequence	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014966	ad_positive	G1TZ76	P16967	AC:003259		G1TZ76	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014967	ad_positive	G1TZ76	G1TIB4	AC:003259		G1TZ76	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014968	ad_positive	A0A077UDU1	W8U8T8	AC:003260		A0A077UDU1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014969	ad_positive	A0A077UDU1	A0A077UU26	AC:003260		A0A077UDU1	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0014970	ad_positive	A0A077UDU1	D2Z097	AC:003260		A0A077UDU1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014971	ad_positive	A0A077UGW7	A0A077V0P8	AC:003260		A0A077UGW7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	c
SP:0014972	ad_positive	A0A077UGW7	A0A077UU26	AC:003260		A0A077UGW7	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014973	ad_positive	A0A077UGW7	A0A1Q4GY48	AC:003260		A0A077UGW7	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014974	ad_positive	Q10013	P91918	AC:003261		Q10013	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	a
SP:0014975	ad_positive	Q10013	Q18786	AC:003261		Q10013	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014976	ad_positive	Q10013	Q95XJ1	AC:003261		Q10013	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014977	ad_positive	Q9N4G9	Q17348	AC:003261		Q9N4G9	gt24			medium	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014978	ad_positive	Q9N4G9	P91918	AC:003261		Q9N4G9	gt24			remote_sequence	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014979	ad_positive	Q9N4G9	Q9XTU6	AC:003261		Q9N4G9	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014980	ad_positive	Q5SKU1	P80371	AC:003262		Q5SKU1	gt24			remote_sequence	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014981	ad_positive	Q5SKU1	Q5SHP6	AC:003262		Q5SKU1	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014982	ad_positive	Q5SM01	P29395	AC:003262		Q5SM01	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014983	ad_positive	Q5SM01	P80377	AC:003262		Q5SM01	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014984	ad_positive	Q5SM01	P60489	AC:003262		Q5SM01	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	c
SP:0014985	ad_positive	P61055	P0A485	AC:003263		P61055	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014986	ad_positive	P61055	Q927L4	AC:003263		P61055	gt24			low_or_unresolved	PDB_exact_pair_aggregate	repeated_exact_PDB_contact_interface_size_pending	a
SP:0014987	ad_positive	P61055	Q8Y450	AC:003263		P61055	gt24			low_or_unresolved	PDB_exact_pair_aggregate	threshold_PDB_contact_interface_size_pending	a
SP:0014988	ad_positive	P66611	Q8Y459	AC:003263		P66611	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014989	ad_positive	P66611	P66352	AC:003263		P66611	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
SP:0014990	ad_positive	P66611	Q8Y8I3	AC:003263		P66611	gt24			low_or_unresolved	same_assembly_bridge	same_assembly_bridge_small_interface	c
SP:0014991	ad_positive	A0A2K3D8F3	A0A2K3DKX8	AC:003264		A0A2K3D8F3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014992	ad_positive	A0A2K3D8F3	A0A2K3DTE5	AC:003264		A0A2K3D8F3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014993	ad_positive	A0A2K3D8F3	A0A2K3DXQ3	AC:003264		A0A2K3D8F3	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	a
SP:0014994	ad_positive	A0A2K3D9N2	A8IWI1	AC:003264		A0A2K3D9N2	gt24			low_or_unresolved	PDB_exact_pair_aggregate	single_exact_PDB_contact_interface_size_pending	c
