triplet_id	split	anchor	c	d	r	fam_a	fam_c	fam_d	ad_id	ac_id	ar_id
SCF:0002139	train_eligible	Q9Y230	Q9Y4R8	Q9H9F9	Q9Y6G5	Q9Y230	Q9Y4R8	Q9H9F9	SCF:0002139|AD	SCF:0002139|AC	SCF:0002139|AR
SCF:0002140	train_eligible	P49368	Q13885	P07437	Q9Y6G5	Q3T0K2	P07437	P07437	SCF:0002140|AD	SCF:0002140|AC	SCF:0002140|AR
SCF:0002141	train_eligible	P49368	Q13885	P50991	Q9H0A8	Q3T0K2	P07437	P50991	SCF:0002141|AD	SCF:0002141|AC	SCF:0002141|AR
SCF:0002142	train_eligible	Q13885	P49368	P48643	Q9H0A8	P07437	Q3T0K2	P48643	SCF:0002142|AD	SCF:0002142|AC	SCF:0002142|AR
SCF:0002143	train_eligible	Q13885	P49368	P17987	Q9H0A8	P07437	Q3T0K2	Q32L40	SCF:0002143|AD	SCF:0002143|AC	SCF:0002143|AR
SCF:0002147	train_eligible	E1C9L1	A0A0H2UKZ4	A0A0M3KL12	E1C9L3	E1C9L1	A0A0H2UKZ4	A0A0H2UKZ4	SCF:0002147|AD	SCF:0002147|AC	SCF:0002147|AR
SCF:0002149	train_eligible	Q8DMA1	Q8DMR6	Q8DKF5	Q8DJZ6	Q8DMA1	Q8DMR6	Q8DKF5	SCF:0002149|AD	SCF:0002149|AC	SCF:0002149|AR
SCF:0002150	train_eligible	O60566	Q13042	Q9UJX2	P42285	O60566	Q13042	Q9UJX2	SCF:0002150|AD	SCF:0002150|AC	SCF:0002150|AR
SCF:0002151	train_eligible	O60566	Q13042	Q12834	P42285	O60566	Q13042	Q12834	SCF:0002151|AD	SCF:0002151|AC	SCF:0002151|AR
SCF:0002152	train_eligible	Q13042	O60566	Q9UJX6	P42285	Q13042	O60566	Q9UJX6	SCF:0002152|AD	SCF:0002152|AC	SCF:0002152|AR
SCF:0002153	train_eligible	A0T0V0	B8BUW3	B8C770	B5YM25	A0A0H2UKZ4	B8BUW3	B8C770	SCF:0002153|AD	SCF:0002153|AC	SCF:0002153|AR
SCF:0002154	train_eligible	A0T0V0	B8BUW3	B8C0K4	B5YM25	A0A0H2UKZ4	B8BUW3	B8C0K4	SCF:0002154|AD	SCF:0002154|AC	SCF:0002154|AR
SCF:0002155	train_eligible	P22224	P89102	P32855	P46678	P22224	P89102	P32855	SCF:0002155|AD	SCF:0002155|AC	SCF:0002155|AR
SCF:0002156	train_eligible	P22224	P89102	P38261	P35718	P22224	P89102	P38261	SCF:0002156|AD	SCF:0002156|AC	SCF:0002156|AR
SCF:0002157	train_eligible	P89102	P22224	P33332	P54784	P89102	P22224	P33332	SCF:0002157|AD	SCF:0002157|AC	SCF:0002157|AR
SCF:0002158	train_eligible	P89102	P22224	P32855	P54784	P89102	P22224	P32855	SCF:0002158|AD	SCF:0002158|AC	SCF:0002158|AR
SCF:0002159	train_eligible	P89102	P22224	P32844	P54784	P89102	P22224	P32844	SCF:0002159|AD	SCF:0002159|AC	SCF:0002159|AR
SCF:0002160	train_eligible	A0A2K3CY83	A0A2K3DHV6	A8HUP3	A8J353	A0A2K3CY83	A0A2K3DHV6	A8HUP3	SCF:0002160|AD	SCF:0002160|AC	SCF:0002160|AR
SCF:0002162	train_eligible	I7MHB1	Q22R86	Q1HFV9	Q24CE5	I7MHB1	Q22R86	Q24DI9	SCF:0002162|AD	SCF:0002162|AC	SCF:0002162|AR
SCF:0002163	train_eligible	I7MHB1	Q22R86	W7XJB1	Q24CE5	I7MHB1	Q22R86	W7XJB1	SCF:0002163|AD	SCF:0002163|AC	SCF:0002163|AR
SCF:0002164	train_eligible	Q06265	P42285	Q15477	Q13042	Q06265	P42285	Q15477	SCF:0002164|AD	SCF:0002164|AC	SCF:0002164|AR
SCF:0002165	train_eligible	Q06265	P42285	Q8TF46	Q13042	Q06265	P42285	Q8TF46	SCF:0002165|AD	SCF:0002165|AC	SCF:0002165|AR
SCF:0002166	train_eligible	Q06265	P42285	Q9Y450	O60566	Q06265	P42285	Q9Y450	SCF:0002166|AD	SCF:0002166|AC	SCF:0002166|AR
SCF:0002173	train_eligible	O00762	Q9UJX4	P30260	O15160	O00762	Q9UJX4	P30260	SCF:0002173|AD	SCF:0002173|AC	SCF:0002173|AR
SCF:0002177	train_eligible	F4JYR0	A8MPR5	F4KF14	P56767	F4JYR0	A8MPR5	F4KF14	SCF:0002177|AD	SCF:0002177|AC	SCF:0002177|AR
SCF:0002178	train_eligible	F4JYR0	A8MPR5	Q9SAJ3	P26288	F4JYR0	A8MPR5	Q9SAJ3	SCF:0002178|AD	SCF:0002178|AC	SCF:0002178|AR
SCF:0002179	train_eligible	F4JYR0	A8MPR5	F4J3N2	P26288	F4JYR0	A8MPR5	F4J3N2	SCF:0002179|AD	SCF:0002179|AC	SCF:0002179|AR
SCF:0002183	train_eligible	P26289	P26288	A0A1B1W4Z0	A8MPR5	Q8DL29	P26288	P26288	SCF:0002183|AD	SCF:0002183|AC	SCF:0002183|AR
SCF:0002184	train_eligible	P26289	P26288	A0A1B1W4Z4	A8MPR5	Q8DL29	P26288	A0A1B1W4Z4	SCF:0002184|AD	SCF:0002184|AC	SCF:0002184|AR
SCF:0002185	train_eligible	P26289	P26288	P56752	O22993	Q8DL29	P26288	P56752	SCF:0002185|AD	SCF:0002185|AC	SCF:0002185|AR
SCF:0002188	train_eligible	P0A7Z4	P0AGB3	A0A377D9Q8	P0AFW0	P0A7Z4	P0AGB3	A0A377D9Q8	SCF:0002188|AD	SCF:0002188|AC	SCF:0002188|AR
SCF:0002189	train_eligible	Q9UJX6	Q9UJX3	Q9UJX2	Q969U7	Q9UJX6	Q9UJX3	Q9UJX2	SCF:0002189|AD	SCF:0002189|AC	SCF:0002189|AR
SCF:0002190	train_eligible	Q9UJX6	Q9UJX3	Q13042	Q969U7	Q9UJX6	Q9UJX3	Q13042	SCF:0002190|AD	SCF:0002190|AC	SCF:0002190|AR
SCF:0002191	train_eligible	Q9UJX6	Q9UJX3	P0CG48	Q969U7	Q9UJX6	Q9UJX3	P0CG48	SCF:0002191|AD	SCF:0002191|AC	SCF:0002191|AR
SCF:0002196	train_eligible	P61157	G3MXC8	Q3SYX9	Q1JP79	P61157	G3MXC8	G3MXC8	SCF:0002196|AD	SCF:0002196|AC	SCF:0002196|AR
SCF:0002201	train_eligible	P35718	P46678	P32349	P89102	P35718	P46678	P32349	SCF:0002201|AD	SCF:0002201|AC	SCF:0002201|AR
SCF:0002203	train_eligible	Q9C567	O22993	F4J3N2	P26288	Q9C567	O22993	F4J3N2	SCF:0002203|AD	SCF:0002203|AC	SCF:0002203|AR
SCF:0002210	train_eligible	P0A7W1	P0A8A8	P0A7X3	P0A7G2	Q839E7	P0A8A8	C3SRY2	SCF:0002210|AD	SCF:0002210|AC	SCF:0002210|AR
SCF:0002211	train_eligible	Q04307	P35718	P20434	P89102	Q9Y2Y1	P35718	Q09191	SCF:0002211|AD	SCF:0002211|AC	SCF:0002211|AR
SCF:0002216	train_eligible	A0A1D5SLI4	A0A1D5UKZ4	A0A3B6IU74	W5BFB7	P62701	A0A3Q7HJ03	A0A3Q7I881	SCF:0002216|AD	SCF:0002216|AC	SCF:0002216|AR
SCF:0002220	train_eligible	O15318	O15160	Q9H1D9	Q9UJX4	O15318	O15160	Q9H1D9	SCF:0002220|AD	SCF:0002220|AC	SCF:0002220|AR
SCF:0002224	train_eligible	Q9SCY3	P26288	A0A1B1W4Z4	Q9M1A8	Q9SCY3	P26288	A0A1B1W4Z4	SCF:0002224|AD	SCF:0002224|AC	SCF:0002224|AR
SCF:0002225	train_eligible	P29496	P54784	P53091	P22224	P29496	P54784	P53091	SCF:0002225|AD	SCF:0002225|AC	SCF:0002225|AR
SCF:0002226	train_eligible	P29496	P54784	Q08032	P22224	P29496	P54784	Q08032	SCF:0002226|AD	SCF:0002226|AC	SCF:0002226|AR
SCF:0002227	train_eligible	P29496	P54784	P29469	P22224	P29496	P54784	P29469	SCF:0002227|AD	SCF:0002227|AC	SCF:0002227|AR
SCF:0002228	train_eligible	P54784	P29496	P29469	Q06245	P54784	P29496	P29469	SCF:0002228|AD	SCF:0002228|AC	SCF:0002228|AR
SCF:0002229	train_eligible	P54784	P29496	P24279	Q06245	P54784	P29496	P24279	SCF:0002229|AD	SCF:0002229|AC	SCF:0002229|AR
SCF:0002230	train_eligible	P54784	P29496	P53091	Q06245	P54784	P29496	P53091	SCF:0002230|AD	SCF:0002230|AC	SCF:0002230|AR
SCF:0002240	train_eligible	Q9Y244	Q969U7	P25789	Q9UJX3	Q9Y244	Q969U7	P23638	SCF:0002240|AD	SCF:0002240|AC	SCF:0002240|AR
SCF:0002241	train_eligible	Q9Y244	Q969U7	P25787	Q9UJX3	Q9Y244	Q969U7	P25787	SCF:0002241|AD	SCF:0002241|AC	SCF:0002241|AR
SCF:0002242	train_eligible	Q9Y244	Q969U7	P28072	Q9UJX3	Q9Y244	Q969U7	P28072	SCF:0002242|AD	SCF:0002242|AC	SCF:0002242|AR
SCF:0002244	train_eligible	A0A2K3DHV6	A0A2K3DQ46	A0A2K3DLF7	A8IL21	A0A2K3DHV6	A0A2K3DQ46	A0A2K3DLF7	SCF:0002244|AD	SCF:0002244|AC	SCF:0002244|AR
SCF:0002245	train_eligible	A0A2K3DQ46	A0A2K3DHV6	A8HUP3	A8IL21	A0A2K3DQ46	A0A2K3DHV6	A8HUP3	SCF:0002245|AD	SCF:0002245|AC	SCF:0002245|AR
SCF:0002248	train_eligible	Q96MG7	Q96MF7	Q8WV22	Q9Y6G5	Q96MG7	Q96MF7	Q8WV22	SCF:0002248|AD	SCF:0002248|AC	SCF:0002248|AR
SCF:0002252	train_eligible	Q7Z4G1	Q9Y6G5	Q9P000	Q96MF7	Q7Z4G1	Q9Y6G5	Q9P000	SCF:0002252|AD	SCF:0002252|AC	SCF:0002252|AR
SCF:0002253	train_eligible	Q7Z4G1	Q9Y6G5	Q9NX08	Q9NQP4	Q7Z4G1	Q9Y6G5	Q9NX08	SCF:0002253|AD	SCF:0002253|AC	SCF:0002253|AR
SCF:0002254	train_eligible	Q7Z4G1	Q9Y6G5	Q9H0A8	P17987	Q7Z4G1	Q9Y6G5	Q9H0A8	SCF:0002254|AD	SCF:0002254|AC	SCF:0002254|AR
SCF:0002255	train_eligible	P89102	Q06245	P32855	P29496	P89102	Q06245	P32855	SCF:0002255|AD	SCF:0002255|AC	SCF:0002255|AR
SCF:0002256	train_eligible	P89102	Q06245	P32844	P29496	P89102	Q06245	P32844	SCF:0002256|AD	SCF:0002256|AC	SCF:0002256|AR
SCF:0002257	train_eligible	P89102	Q06245	P19658	P29496	P89102	Q06245	P19658	SCF:0002257|AD	SCF:0002257|AC	SCF:0002257|AR
SCF:0002258	train_eligible	Q06245	P89102	P32855	P32349	Q06245	P89102	P32855	SCF:0002258|AD	SCF:0002258|AC	SCF:0002258|AR
SCF:0002259	train_eligible	Q06245	P89102	P22224	P07703	Q06245	P89102	P22224	SCF:0002259|AD	SCF:0002259|AC	SCF:0002259|AR
SCF:0002260	train_eligible	Q06245	P89102	P38261	P07703	Q06245	P89102	P38261	SCF:0002260|AD	SCF:0002260|AC	SCF:0002260|AR
SCF:0002263	train_eligible	P17987	Q9NQP4	O60925	Q9Y6G5	Q32L40	Q9NQP4	O60925	SCF:0002263|AD	SCF:0002263|AC	SCF:0002263|AR
SCF:0002264	train_eligible	Q9NQP4	P17987	P50991	Q9Y6G5	Q9NQP4	Q32L40	P50991	SCF:0002264|AD	SCF:0002264|AC	SCF:0002264|AR
SCF:0002265	train_eligible	P06271	A0A1S4BFK7	A0A1S4CE74	A0A1S3XP85	P06271	A0A1S4BFK7	A0A9R0JBX6	SCF:0002265|AD	SCF:0002265|AC	SCF:0002265|AR
SCF:0002266	train_eligible	P50370	Q08363	P37256	A0A2K3DWM2	P50370	P12239	O19927	SCF:0002266|AD	SCF:0002266|AC	SCF:0002266|AR
SCF:0002267	train_eligible	Q08363	P50370	P18263	Q39584	P12239	P50370	P19054	SCF:0002267|AD	SCF:0002267|AC	SCF:0002267|AR
SCF:0002268	train_eligible	Q08363	P50370	P37256	P27766	P12239	P50370	O19927	SCF:0002268|AD	SCF:0002268|AC	SCF:0002268|AR
SCF:0002269	train_eligible	Q08363	P50370	P92277	P12853	P12239	P50370	P92277	SCF:0002269|AD	SCF:0002269|AC	SCF:0002269|AR
SCF:0002271	train_eligible	O60925	P50990	P17987	P42285	O60925	Q3ZCI9	Q32L40	SCF:0002271|AD	SCF:0002271|AC	SCF:0002271|AR
SCF:0002272	train_eligible	O60925	P50990	P49368	P42285	O60925	Q3ZCI9	Q3T0K2	SCF:0002272|AD	SCF:0002272|AC	SCF:0002272|AR
SCF:0002273	train_eligible	P50990	O60925	O15212	P42285	Q3ZCI9	O60925	O15212	SCF:0002273|AD	SCF:0002273|AC	SCF:0002273|AR
SCF:0002274	train_eligible	A0A9R0IP63	A0A9R0JBX6	A0A9R0K533	P00289	A0AA96C3P8	A0A9R0JBX6	A0A9R0K533	SCF:0002274|AD	SCF:0002274|AC	SCF:0002274|AR
SCF:0002275	train_eligible	A0A9R0IP63	A0A9R0JBX6	A0A9R0IWV5	P69461	A0AA96C3P8	A0A9R0JBX6	A0A9R0IWV5	SCF:0002275|AD	SCF:0002275|AC	SCF:0002275|AR
SCF:0002286	train_eligible	Q9Y3B2	P42285	Q15477	P50990	Q9Y3B2	P42285	Q15477	SCF:0002286|AD	SCF:0002286|AC	SCF:0002286|AR
SCF:0002287	train_eligible	Q9Y3B2	P42285	Q8TF46	P50990	Q9Y3B2	P42285	Q8TF46	SCF:0002287|AD	SCF:0002287|AC	SCF:0002287|AR
SCF:0002288	train_eligible	Q9Y3B2	P42285	Q9Y450	O60925	Q9Y3B2	P42285	Q9Y450	SCF:0002288|AD	SCF:0002288|AC	SCF:0002288|AR
SCF:0002289	train_eligible	Q8DJU2	Q8DJ02	Q8DL30	Q8DL29	Q8DJU2	P56751	Q8DL30	SCF:0002289|AD	SCF:0002289|AC	SCF:0002289|AR
SCF:0002297	train_eligible	P07703	P32349	P36070	P89102	P07703	P32349	P36070	SCF:0002297|AD	SCF:0002297|AC	SCF:0002297|AR
SCF:0002298	train_eligible	P32349	P07703	P41910	P89102	P32349	P07703	P41910	SCF:0002298|AD	SCF:0002298|AC	SCF:0002298|AR
SCF:0002299	train_eligible	P32349	P07703	P32910	P89102	P32349	P07703	P32910	SCF:0002299|AD	SCF:0002299|AC	SCF:0002299|AR
SCF:0002303	train_eligible	P0A3C9	Q8DKZ4	Q8DL31	Q8DJ02	P0A3C9	Q8DKZ4	Q8DL31	SCF:0002303|AD	SCF:0002303|AC	SCF:0002303|AR
SCF:0002304	train_eligible	O81098	Q9M1A8	Q9FJ98	P26288	O81098	Q9M1A8	A0A4X1VEK9	SCF:0002304|AD	SCF:0002304|AC	SCF:0002304|AR
SCF:0002305	train_eligible	P40227	Q9NQP4	Q99471	P17987	P40227	Q9NQP4	Q99471	SCF:0002305|AD	SCF:0002305|AC	SCF:0002305|AR
SCF:0002306	train_eligible	P40227	Q9NQP4	Q9UHV9	P25786	P40227	Q9NQP4	Q9UHV9	SCF:0002306|AD	SCF:0002306|AC	SCF:0002306|AR
SCF:0002307	train_eligible	P40227	Q9NQP4	O15212	P25786	P40227	Q9NQP4	O15212	SCF:0002307|AD	SCF:0002307|AC	SCF:0002307|AR
SCF:0002308	train_eligible	Q9NQP4	P40227	P50991	Q9UHV9	Q9NQP4	P40227	P50991	SCF:0002308|AD	SCF:0002308|AC	SCF:0002308|AR
SCF:0002315	train_eligible	P17987	Q9UHV9	O60925	Q9NQP4	Q32L40	Q9UHV9	O60925	SCF:0002315|AD	SCF:0002315|AC	SCF:0002315|AR
SCF:0002316	train_eligible	Q9UHV9	P17987	P40227	Q9NQP4	Q9UHV9	Q32L40	P40227	SCF:0002316|AD	SCF:0002316|AC	SCF:0002316|AR
SCF:0002317	train_eligible	Q5JS54	P25786	O14818	Q9NQP4	Q5JS54	P25786	O14818	SCF:0002317|AD	SCF:0002317|AC	SCF:0002317|AR
SCF:0002318	train_eligible	Q5JS54	P25786	P28066	P40227	Q5JS54	P25786	P28066	SCF:0002318|AD	SCF:0002318|AC	SCF:0002318|AR
SCF:0002319	train_eligible	Q5JS54	P25786	P25789	P49662	Q5JS54	P25786	P23638	SCF:0002319|AD	SCF:0002319|AC	SCF:0002319|AR
SCF:0002326	train_eligible	A0A3Q7EMX2	A0A3Q7GDB0	Q38JI8	A0A3Q7HSH1	A0A3Q7EMX2	G1SGX4	A0A3B6SS17	SCF:0002326|AD	SCF:0002326|AC	SCF:0002326|AR
SCF:0002331	train_eligible	P0DP23	P49662	P12277	P25786	P0DP23	P49662	P12277	SCF:0002331|AD	SCF:0002331|AC	SCF:0002331|AR
SCF:0002334	train_eligible	B3H6Z4	O80634	Q9SGH4	Q9M1A8	B3H6Z4	O80634	Q9SGH4	SCF:0002334|AD	SCF:0002334|AC	SCF:0002334|AR
SCF:0002344	train_eligible	E1C9K9	E1C9L2	E1C9L1	A0A0M3KL11	E1C9K9	E1C9L2	E1C9L1	SCF:0002344|AD	SCF:0002344|AC	SCF:0002344|AR
SCF:0002349	train_eligible	O14818	Q96P70	Q13200	O60925	O14818	Q96P70	Q13200	SCF:0002349|AD	SCF:0002349|AC	SCF:0002349|AR
SCF:0002350	train_eligible	O14818	Q96P70	Q99460	O60925	O14818	Q96P70	Q99460	SCF:0002350|AD	SCF:0002350|AC	SCF:0002350|AR
SCF:0002351	train_eligible	Q96P70	O14818	P25787	O60925	Q96P70	O14818	P25787	SCF:0002351|AD	SCF:0002351|AC	SCF:0002351|AR
SCF:0002352	train_eligible	Q96P70	O14818	P60900	O15212	Q96P70	O14818	P60900	SCF:0002352|AD	SCF:0002352|AC	SCF:0002352|AR
SCF:0002354	train_eligible	O15212	O60925	Q9NQP4	Q96P70	O15212	O60925	Q9NQP4	SCF:0002354|AD	SCF:0002354|AC	SCF:0002354|AR
SCF:0002355	train_eligible	O15212	O60925	Q99471	Q96P70	O15212	O60925	Q99471	SCF:0002355|AD	SCF:0002355|AC	SCF:0002355|AR
SCF:0002356	train_eligible	O15212	O60925	P61758	O14818	O15212	O60925	P61758	SCF:0002356|AD	SCF:0002356|AC	SCF:0002356|AR
SCF:0002357	train_eligible	O60925	O15212	P61758	O14818	O60925	O15212	P61758	SCF:0002357|AD	SCF:0002357|AC	SCF:0002357|AR
SCF:0002358	train_eligible	O60925	O15212	Q99471	Q15843	O60925	O15212	Q99471	SCF:0002358|AD	SCF:0002358|AC	SCF:0002358|AR
SCF:0002359	train_eligible	O60925	O15212	Q9UHV9	P61201	O60925	O15212	Q9UHV9	SCF:0002359|AD	SCF:0002359|AC	SCF:0002359|AR
SCF:0002361	train_eligible	P40337	Q15843	Q03071	O15212	P40337	Q15843	Q03071	SCF:0002361|AD	SCF:0002361|AC	SCF:0002361|AR
SCF:0002363	train_eligible	Q9Y7N2	O94646	Q9US45	O14352	Q9Y7N2	O94646	Q9US45	SCF:0002363|AD	SCF:0002363|AC	SCF:0002363|AR
SCF:0002364	train_eligible	P30665	P50874	P54790	P32349	P30665	P50874	P54790	SCF:0002364|AD	SCF:0002364|AC	SCF:0002364|AR
SCF:0002365	train_eligible	P50874	P30665	P24279	Q12149	P50874	P30665	P24279	SCF:0002365|AD	SCF:0002365|AC	SCF:0002365|AR
SCF:0002367	train_eligible	Q8DKZ3	Q8DJ02	Q8DL30	Q8DKF5	Q8DKZ3	P56751	Q8DL30	SCF:0002367|AD	SCF:0002367|AC	SCF:0002367|AR
SCF:0002368	train_eligible	Q08363	A0A2K3DWM2	A8I846	P50370	P12239	A0A2K3DWM2	A8I846	SCF:0002368|AD	SCF:0002368|AC	SCF:0002368|AR
SCF:0002369	train_eligible	P40337	P61201	Q13098	O15212	P40337	P61201	Q13098	SCF:0002369|AD	SCF:0002369|AC	SCF:0002369|AR
SCF:0002370	train_eligible	P40337	P61201	Q9UNS2	Q6N095	P40337	P61201	Q9UNS2	SCF:0002370|AD	SCF:0002370|AC	SCF:0002370|AR
SCF:0002371	train_eligible	P61201	P40337	P63208	Q6N095	P61201	P40337	P63208	SCF:0002371|AD	SCF:0002371|AC	SCF:0002371|AR
SCF:0002374	train_eligible	P01730	Q6N095	P0DOX5	P61201	P01730	Q6N030	Q6N030	SCF:0002374|AD	SCF:0002374|AC	SCF:0002374|AR
SCF:0002375	train_eligible	P01730	Q6N095	P03437	P40337	P01730	Q6N030	P03437	SCF:0002375|AD	SCF:0002375|AC	SCF:0002375|AR
SCF:0002376	train_eligible	Q9BQ15	Q9NVR2	Q68E01	Q8N884	Q9BQ15	Q9NVR2	Q68E01	SCF:0002376|AD	SCF:0002376|AC	SCF:0002376|AR
SCF:0002387	train_eligible	P80883	P00289	P00166	A0A9R0K533	P80883	P16002	P00166	SCF:0002387|AD	SCF:0002387|AC	SCF:0002387|AR
SCF:0002393	train_eligible	Q8DKZ4	Q8DL29	Q8DJ02	Q8DL32	Q8DKZ4	Q8DL29	P56751	SCF:0002393|AD	SCF:0002393|AC	SCF:0002393|AR
SCF:0002394	train_eligible	Q8DL29	Q8DKZ4	Q8DL31	Q8DKF4	Q8DL29	Q8DKZ4	Q8DL31	SCF:0002394|AD	SCF:0002394|AC	SCF:0002394|AR
SCF:0002395	train_eligible	Q71DI3	Q8N884	Q9NRC8	Q9NVR2	P02299	Q8N884	Q9NRC8	SCF:0002395|AD	SCF:0002395|AC	SCF:0002395|AR
SCF:0002396	train_eligible	Q8N884	Q71DI3	Q99877	Q6PJG6	Q8N884	P02299	O23629	SCF:0002396|AD	SCF:0002396|AC	SCF:0002396|AR
SCF:0002397	train_eligible	Q8N884	Q71DI3	P04908	Q6PJG6	Q8N884	P02299	P0C0S5	SCF:0002397|AD	SCF:0002397|AC	SCF:0002397|AR
SCF:0002398	train_eligible	Q8N884	Q71DI3	Q99878	Q6PJG6	Q8N884	P02299	P0C0S5	SCF:0002398|AD	SCF:0002398|AC	SCF:0002398|AR
SCF:0002399	train_eligible	Q2FW15	Q2G113	Q2FW20	Q2FW21	P0AG63	P21468	Q2FW20	SCF:0002399|AD	SCF:0002399|AC	SCF:0002399|AR
SCF:0002402	train_eligible	A0T0T5	B8C2K6	B8C0K4	B5YM25	E1C9K8	B8C2K6	B8C0K4	SCF:0002402|AD	SCF:0002402|AC	SCF:0002402|AR
SCF:0002403	train_eligible	Q96HW7	Q6PJG6	Q6P9B9	Q71DI3	Q96HW7	Q6PJG6	Q6P9B9	SCF:0002403|AD	SCF:0002403|AC	SCF:0002403|AR
SCF:0002404	train_eligible	Q96HW7	Q6PJG6	Q9UL03	Q71DI3	Q96HW7	Q6PJG6	Q9UL03	SCF:0002404|AD	SCF:0002404|AC	SCF:0002404|AR
SCF:0002405	train_eligible	Q96HW7	Q6PJG6	Q9NVH2	Q71DI3	Q96HW7	Q6PJG6	Q9NVH2	SCF:0002405|AD	SCF:0002405|AC	SCF:0002405|AR
SCF:0002406	train_eligible	P49368	Q9UHV9	O60925	Q9GZN1	Q3T0K2	Q9UHV9	O60925	SCF:0002406|AD	SCF:0002406|AC	SCF:0002406|AR
SCF:0002407	train_eligible	P49368	Q9UHV9	Q99471	Q9GZN1	Q3T0K2	Q9UHV9	Q99471	SCF:0002407|AD	SCF:0002407|AC	SCF:0002407|AR
SCF:0002408	train_eligible	Q9UHV9	P49368	P40227	O15212	Q9UHV9	Q3T0K2	P40227	SCF:0002408|AD	SCF:0002408|AC	SCF:0002408|AR
SCF:0002409	train_eligible	P21466	P21477	P12873	P04969	P80373	P21477	P12873	SCF:0002409|AD	SCF:0002409|AC	SCF:0002409|AR
SCF:0002410	train_eligible	P21466	P21477	P42924	P04969	P80373	P21477	Q2FW08	SCF:0002410|AD	SCF:0002410|AC	SCF:0002410|AR
SCF:0002411	train_eligible	P08980	P69461	P80883	A0A9R0JBX6	P08980	P74149	P80883	SCF:0002411|AD	SCF:0002411|AC	SCF:0002411|AR
SCF:0002412	train_eligible	O15212	Q9UHV9	Q9NQP4	O96019	O15212	Q9UHV9	Q9NQP4	SCF:0002412|AD	SCF:0002412|AC	SCF:0002412|AR
SCF:0002413	train_eligible	O15212	Q9UHV9	P61758	Q6P5S8	O15212	Q9UHV9	P61758	SCF:0002413|AD	SCF:0002413|AC	SCF:0002413|AR
SCF:0002414	train_eligible	O15212	Q9UHV9	Q99471	Q6P5S8	O15212	Q9UHV9	Q99471	SCF:0002414|AD	SCF:0002414|AC	SCF:0002414|AR
SCF:0002415	train_eligible	Q9UHV9	O15212	O60925	P49368	Q9UHV9	O15212	O60925	SCF:0002415|AD	SCF:0002415|AC	SCF:0002415|AR
SCF:0002416	train_eligible	Q9UHV9	O15212	P61758	P0DOX5	Q9UHV9	O15212	P61758	SCF:0002416|AD	SCF:0002416|AC	SCF:0002416|AR
SCF:0002417	train_eligible	Q9UHV9	O15212	Q99471	P0DOX5	Q9UHV9	O15212	Q99471	SCF:0002417|AD	SCF:0002417|AC	SCF:0002417|AR
SCF:0002430	train_eligible	O96019	Q9GZN1	P60709	Q9UHV9	O96019	Q9GZN1	P68134	SCF:0002430|AD	SCF:0002430|AC	SCF:0002430|AR
SCF:0002431	train_eligible	O96019	Q9GZN1	Q8WUB8	Q9UHV9	O96019	Q9GZN1	Q8WUB8	SCF:0002431|AD	SCF:0002431|AC	SCF:0002431|AR
SCF:0002432	train_eligible	Q9GZN1	O96019	P60709	Q9UHV9	Q9GZN1	O96019	P68134	SCF:0002432|AD	SCF:0002432|AC	SCF:0002432|AR
SCF:0002433	train_eligible	Q2FW20	Q2G2D3	Q2FW23	Q2FW21	Q2FW20	Q2G2D3	Q839E7	SCF:0002433|AD	SCF:0002433|AC	SCF:0002433|AR
SCF:0002434	train_eligible	Q2G2D3	Q2FW20	P0A0H0	Q2FW21	Q2G2D3	Q2FW20	P21472	SCF:0002434|AD	SCF:0002434|AC	SCF:0002434|AR
SCF:0002436	train_eligible	Q22YU3	Q22R86	Q24CE5	A4VE64	Q22YU3	Q22R86	Q24CE5	SCF:0002436|AD	SCF:0002436|AC	SCF:0002436|AR
SCF:0002437	train_eligible	Q22YU3	Q22R86	Q24DI9	A4VE64	Q22YU3	Q22R86	Q24DI9	SCF:0002437|AD	SCF:0002437|AC	SCF:0002437|AR
SCF:0002443	train_eligible	P29056	P32349	P46678	P50874	P29056	P32349	P46678	SCF:0002443|AD	SCF:0002443|AC	SCF:0002443|AR
SCF:0002446	train_eligible	A0A2K3E6S5	P50370	P37256	Q08363	A0A2K3E6S5	P50370	O19927	SCF:0002446|AD	SCF:0002446|AC	SCF:0002446|AR
SCF:0002447	train_eligible	A0A2K3E6S5	P50370	P92277	P18263	A0A2K3E6S5	P50370	P92277	SCF:0002447|AD	SCF:0002447|AC	SCF:0002447|AR
SCF:0002449	train_eligible	P0DOX5	Q6P5S8	P0DOX7	Q9UHV9	Q6N030	Q8TCD0	Q8TCD0	SCF:0002449|AD	SCF:0002449|AC	SCF:0002449|AR
SCF:0002450	train_eligible	P0DOX5	Q6P5S8	Q6GMX0	Q9UHV9	Q6N030	Q8TCD0	Q8TCD0	SCF:0002450|AD	SCF:0002450|AC	SCF:0002450|AR
SCF:0002451	train_eligible	Q6P5S8	P0DOX5	Q6N089	O15212	Q8TCD0	Q6N030	Q6N030	SCF:0002451|AD	SCF:0002451|AC	SCF:0002451|AR
SCF:0002452	train_eligible	Q6P5S8	P0DOX5	Q6N095	O15212	Q8TCD0	Q6N030	Q6N030	SCF:0002452|AD	SCF:0002452|AC	SCF:0002452|AR
