ac_id	A_uniprot	C_uniprot	taxon	pdb_id	complex_size	complex_size_bin	n_pdb	n_noncontact_assemblies	coordinate_qc	coverage_A	coverage_C	min_distance	direct_positive_conflict	structure_grade	core_flag	gt24_flag	replicated_flag	has_triplet	mmseqs_family_A	mmseqs_family_C	negative_label_semantics
AC:002397	Q839F5	Q839Z0	226185	6wub	11	11_24	3	3	coordinate_verified_open_wedge	0.9432	0.9700	47.506	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002398	Q5I7K3	W5EP45	4565	8r57	15	11_24	5	5	coordinate_verified_open_wedge	0.9821	0.6574	39.488	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0		W5EP45	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002399	P00579	P0ABS1	83333	7khi	7	3_10	4	5	coordinate_verified_open_wedge	0.9070	0.9404	13.619	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P00579	P0ABS1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002400	A0A1S3XP85	A0A1S3ZQT7	4097	8w9z	20	11_24	1	1	coordinate_verified_open_wedge	0.5269	1.1299	58.588	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	A0A1S3X2G3	A0A1S3ZQT7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002401	P12853	P18263	3055	9hei	21	11_24	4	4	coordinate_verified_open_wedge	0.8247	0.8043	38.140	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P12853	P19054	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002402	A0A5H1ZR73	D8V7I2	37502	9evd	18	11_24	4	4	coordinate_verified_open_wedge	1.0000	0.5895	81.426	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A0A5H1ZR73	D8V7I2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002403	P69461	Q9M3L0	3562	6rqf	16	11_24	7	7	coordinate_verified_open_wedge	1.0000	1.0000	10.060	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P74149	Q9M3L0	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002404	Q5SKU2	Q5SLP8	300852	1i96	21	11_24	1	1	coordinate_verified_open_wedge	0.5029	1.0000	14.009	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	Q5SKU2	Q5SLP8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002405	P12873	P46898	224308	9bsl	21	11_24	24	24	coordinate_verified_open_wedge	0.8182	0.7933	17.827	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0	P12873	A0A063X781	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002406	E1C9L0	E1C9L3	3888	3lw5	18	11_24	1	1	coordinate_verified_open_wedge	1.0000	1.0000	58.637	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0	Q55329	E1C9L3	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002407	P01730	P01857	9606	2qad	4	3_10	1	3	coordinate_verified_open_wedge	0.3886	0.5739	10.030	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P01730	P01867	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002408	O15342	Q99437	9606	9det	17	11_24	3	3	coordinate_verified_open_wedge	0.9259	0.9951	11.540	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002409	C3TRH7	W8T6F0	562	9sx2	21	11_24	1	1	coordinate_verified_open_wedge	0.8046	1.1985	26.098	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	P0A7U7	Q83D76	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002410	P40337	Q9BT78	9606	6r7f	14	11_24	2	2	coordinate_verified_open_wedge	0.7512	1.0000	46.673	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P40337	Q9BT78	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002411	B8YB59	B8YB62	523848	4ayb	13	11_24	5	8	coordinate_verified_open_wedge	0.8626	0.9891	11.202	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0		P46217	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002412	I0YQ44	I0YQ45	574566	9kqq	20	11_24	1	1	coordinate_verified_open_wedge	0.8340	0.8384	36.376	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	Q84Y02	Q7DM26	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002413	Q05AW3	Q7ZX96	8355	7vci	21	11_24	4	4	coordinate_verified_open_wedge	1.0000	1.0000	51.666	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q05AW3	Q7ZX96	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002414	O66748	O67334	224324	7q5y	6	3_10	1	4	coordinate_verified_open_wedge	0.9905	0.7542	10.018	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002415	P68449	P68610	10249	9fq6	14	11_24	1	1	coordinate_verified_open_wedge	0.9612	0.9695	39.970	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P68449	P68610	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002416	P68449	P68608	10249	9fq6	14	11_24	1	1	coordinate_verified_open_wedge	0.9612	0.6000	58.341	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0	P68449	P68608	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002417	A0A0H3CAV3	B8H618	565050	7ye2	7	3_10	2	2	coordinate_verified_open_wedge	0.7623	0.5798	14.945	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002418	P09927	P11695	324602	8ydm	18	11_24	1	1	coordinate_verified_open_wedge	0.9245	0.9839	13.219	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002419	P0DP25	P46020	9606	8z5t	16	11_24	3	3	coordinate_verified_open_wedge	0.6510	0.8005	8.353	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	P0DP23	P46020	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002420	I7M9J2	Q24CE5	312017	6zyw	19	11_24	1	1	coordinate_verified_open_wedge	0.9510	0.9885	39.301	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	I7M9J2	Q24CE5	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002421	P14867	Q7Z7J7	9606	9fak	9	3_10	4	4	coordinate_verified_open_wedge	0.7763	0.7814	8.743	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	P34903	Q7Z7J7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002422	P24279	P47112	559292	6wgi	14	11_24	2	2	coordinate_verified_open_wedge	0.6560	1.0762	17.893	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P24279	P47112	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002423	M1VFJ4	Q85G51	280699	7blz	15	11_24	4	4	coordinate_verified_open_wedge	0.6258	0.6333	54.863	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	M1VFJ4	Q85G51	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002424	P24311	Q9BW72	9606	9i6f	14	11_24	1	1	coordinate_verified_open_wedge	0.7250	0.4057	11.963	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	P24311		assembly_context_direct_noncontact_not_universal_nonbinder
AC:002425	A8IS47	A8J353	3055	7ekq	19	11_24	2	2	coordinate_verified_open_wedge	0.6631	0.6639	43.569	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A8IS47	A8J353	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002426	A0A069QC99	A0A241XG65	287	6spc	20	11_24	3	3	coordinate_verified_open_wedge	0.4789	0.8976	29.911	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A0A069QC99	Q839E7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002427	Q9JM76	Q9WV32	10090	7aqk	18	11_24	1	1	coordinate_verified_open_wedge	1.0000	1.0000	33.189	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0		Q1JP79	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002428	P02293	Q06675	559292	8ow0	23	11_24	2	2	coordinate_verified_open_wedge	0.7252	0.6549	30.801	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	O23629	Q06675	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002429	O66842	O67337	224324	7q5y	6	3_10	1	4	coordinate_verified_open_wedge	0.9688	0.9801	19.753	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	O66842	O67337	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002430	P35249	Q99638	9606	7z6h	8	3_10	1	1	coordinate_verified_open_wedge	0.8926	0.6317	37.593	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P35249	Q99638	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002431	P9WPU5	P9WPV7	83332	8jr0	20	11_24	2	2	coordinate_verified_open_wedge	0.9650	0.8800	53.668	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0		P9WPV7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002432	Q6A6R0	Q6A7J7	267747	8cwo	13	11_24	2	2	coordinate_verified_open_wedge	0.4776	0.8233	34.722	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002433	P00045	P00128	559292	3cxh	23	11_24	1	1	coordinate_verified_open_wedge	0.9823	0.9843	65.654	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002434	Q7Z4H7	Q9H6D7	9606	7sqk	8	3_10	1	1	coordinate_verified_open_wedge	0.4031	0.8099	106.519	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	Q7Z4H7	Q9H6D7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002435	P0ABS8	P10443	83333	5m1s	5	3_10	1	1	coordinate_verified_open_wedge	0.7368	0.7991	13.427	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002436	I7MCM8	Q22MV2	312017	6zyw	19	11_24	1	1	coordinate_verified_open_wedge	0.8091	0.5975	11.312	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	Q1HFX0	Q22MV2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002437	A8HY43	P22666	3055	8kde	18	11_24	1	1	coordinate_verified_open_wedge	0.7398	0.4318	10.779	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	A8HY43	P22666	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002438	Q9Y2L1	Q9Y3B2	9606	6d6q	13	11_24	3	3	coordinate_verified_open_wedge	0.8904	0.9385	54.031	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q9Y2L1	Q9Y3B2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002439	Q9GZQ3	Q9NX08	9606	8p0w	12	11_24	3	3	coordinate_verified_open_wedge	0.9018	1.0000	20.024	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q9GZQ3	Q9NX08	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002440	P0ADZ0	P0AG99	83333	3j45	6	3_10	3	3	coordinate_verified_open_wedge	1.0000	0.5909	30.785	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002441	A0A8D2A9I1	Q06AT4	9823	8jj5	4	3_10	1	1	coordinate_verified_open_wedge	0.7935	0.9769	14.657	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	A0A8D2A9I1	Q06AT4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002442	I7MCM8	Q22R86	312017	6zyw	19	11_24	1	1	coordinate_verified_open_wedge	0.8091	0.8559	10.750	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	Q1HFX0	Q22R86	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002443	P03929	Q28852	9913	6ziq	15	11_24	13	13	coordinate_verified_open_wedge	0.6212	0.7670	26.887	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P03929	Q28852	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002444	Q31L30	Q31QK2	1140	8syi	7	3_10	2	2	coordinate_verified_open_wedge	0.7314	0.5854	66.309	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q31L30	Q31QK2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002445	C4M7H3	O15631	294381	9v28	12	11_24	4	4	coordinate_verified_open_wedge	0.6181	0.8968	16.431	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002446	P13073	P14406	9606	9i7u	14	11_24	3	3	coordinate_verified_open_wedge	0.8225	0.6867	23.233	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	P13073	P07470	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002447	A0A2V3F2U6	E2RXT0	287	6spc	20	11_24	3	3	coordinate_verified_open_wedge	0.9872	0.9320	24.483	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	P17291	P21471	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002448	P17987	Q99471	9606	6nr9	22	11_24	3	3	coordinate_verified_open_wedge	0.9371	0.8247	19.033	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q32L40	Q99471	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002449	P36053	P40352	559292	8tvy	14	11_24	1	1	coordinate_verified_open_wedge	0.4897	0.5143	22.651	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P36053	P40352	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002450	P13194	P20143	4513	7ewk	15	11_24	3	3	coordinate_verified_open_wedge	0.4626	0.4266	57.440	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	A0A1D6HY75		assembly_context_direct_noncontact_not_universal_nonbinder
AC:002451	D0CC74	D0CD06	575584	6yt9	13	11_24	2	2	coordinate_verified_open_wedge	0.8760	0.9294	42.887	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0		P0AG63	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002452	Q32P79	Q5E9B8	9913	5oik	14	11_24	6	6	coordinate_verified_open_wedge	0.9829	0.9942	31.321	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	A0A8D0TE17	A0A4X1VKG7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002453	P07703	P29056	559292	6f42	20	11_24	8	8	coordinate_verified_open_wedge	1.0000	0.5570	17.428	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P07703	P29056	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002454	Q5TA45	Q96N11	9606	8rbz	21	11_24	3	3	coordinate_verified_open_wedge	0.9183	0.8174	34.086	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q5TA45	Q96N11	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002455	B6TR16	B6U534	4577	5zji	21	11_24	1	1	coordinate_verified_open_wedge	0.7239	0.5586	26.804	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	A0A4V8GZZ4	B6U534	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002456	A0A3Q7F5X2	A0A3Q7FJL7	4081	7qiy	13	11_24	1	1	coordinate_verified_open_wedge	0.5430	0.6842	11.151	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	Q01855		assembly_context_direct_noncontact_not_universal_nonbinder
AC:002457	P04899	P41143	9606	8y45	5	3_10	1	1	coordinate_verified_open_wedge	0.6535	0.7688	20.177	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	P50148	P41143	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002458	C4R5R1	C4R7L2	644223	8yfq	14	11_24	2	2	coordinate_verified_open_wedge	0.7505	0.8651	25.990	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	C4R5R1	P37382	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002459	A0A6C0M5W0	A0ABF7PQ07	3728	8r5o	20	11_24	3	3	coordinate_verified_open_wedge	0.8015	0.7429	61.412	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002460	Q82ZJ1	Q839Y8	226185	6wub	11	11_24	3	3	coordinate_verified_open_wedge	0.9888	0.8354	20.258	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002461	P13192	P36886	4513	7ewk	15	11_24	3	3	coordinate_verified_open_wedge	0.6723	1.1145	53.551	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q9SHE8	A0A4V8GZZ4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002462	Q8U0E8	Q8U4N1	186497	8orq	11	11_24	4	4	coordinate_verified_open_wedge	0.9649	0.9895	15.913	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0		Q5JE88	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002463	Q9USH1	Q9Y7N2	284812	5n9j	15	11_24	1	1	coordinate_verified_open_wedge	0.7122	0.8043	33.267	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0	Q9USH1	Q9Y7N2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002464	Q96N11	Q96SY0	9606	9fa4	4	3_10	6	6	coordinate_verified_open_wedge	1.1514	1.1737	27.518	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q96N11	Q96SY0	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002465	P11471	P92276	3055	9hei	21	11_24	2	2	coordinate_verified_open_wedge	0.6041	0.9839	18.820	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P11471	P92276	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002466	P13498	P19878	9606	8wej	7	3_10	1	1	coordinate_verified_open_wedge	0.6872	0.4163	25.472	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0		P19878	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002467	A4VEB3	I7M9J2	312017	8bwy	19	11_24	7	7	coordinate_verified_open_wedge	0.9487	0.9356	62.826	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A4VEB3	I7M9J2	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002468	Q8U0E4	Q8U0M5	186497	8cro	11	11_24	5	5	coordinate_verified_open_wedge	0.9885	0.9824	36.750	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	Q5JJF4	B8YB54	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002469	O80634	P26288	3702	7wff	17	11_24	1	1	coordinate_verified_open_wedge	0.6429	0.9940	40.869	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	O80634	P26288	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002470	P61024	Q86VP6	9606	8or0	7	3_10	2	2	coordinate_verified_open_wedge	0.8101	0.9244	28.776	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	0	P61024	Q86VP6	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002471	P9WGG7	P9WGZ1	83332	9m9e	7	3_10	3	3	coordinate_verified_open_wedge	0.6848	0.6715	27.382	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P9WGG7	P9WGZ1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002472	I7M9J2	I7MHB1	312017	7k5b	18	11_24	7	7	coordinate_verified_open_wedge	0.9845	0.9624	32.454	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	I7M9J2	I7MHB1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002473	P38786	P53833	559292	6ah3	10	3_10	4	4	coordinate_verified_open_wedge	1.0000	0.8974	11.913	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	P38786	P53833	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002474	Q15819	Q96FW1	9606	3von	3	3_10	1	6	coordinate_verified_open_wedge	0.9517	0.7897	12.664	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	1	Q15819	Q96FW1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002475	Q04601	Q12379	559292	8a5y	17	11_24	3	3	coordinate_verified_open_wedge	0.3344	0.6706	25.923	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q04601	Q12379	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002476	P0AAG0	P23847	83333	8z1y	5	3_10	2	2	coordinate_verified_open_wedge	0.9908	0.9477	42.831	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002477	A0A4V8GZZ5	A0A4V8GZZ9	325651	9k1e	24	11_24	3	3	coordinate_verified_open_wedge	0.6961	0.8347	39.586	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	A8IL32	A0A4V8GZZ9	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002478	Q8TF46	Q96B26	9606	9g8n	12	11_24	2	2	coordinate_verified_open_wedge	0.9250	0.9601	9.466	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q8TF46	Q96B26	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002479	P14406	P14854	9606	5z62	14	11_24	3	3	coordinate_verified_open_wedge	0.6747	0.9535	34.865	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	P07470	P14854	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002480	O82504	Q9FJ98	3702	8xme	13	11_24	4	4	coordinate_verified_open_wedge	0.9285	0.5278	49.994	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	O82504	A0A4X1VEK9	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002481	I4BTY8	I4BTZ1	891968	9mqx	9	3_10	1	1	coordinate_verified_open_wedge	0.9755	0.9620	13.328	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	0	0			assembly_context_direct_noncontact_not_universal_nonbinder
AC:002482	Q56220	Q56227	300852	6zjl	15	11_24	11	11	coordinate_verified_open_wedge	0.9389	0.9983	29.024	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	1	1	Q56220	Q56227	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002483	P21082	P21087	10249	9exn	8	3_10	7	7	coordinate_verified_open_wedge	0.5753	0.9967	21.299	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	P21082	P21087	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002484	Q1HFX0	Q1HGH8	5911	7k58	17	11_24	6	6	coordinate_verified_open_wedge	1.0364	0.6818	23.629	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q1HFX0	Q1HGH8	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002485	I7M9J2	Q24DI9	312017	6zyw	19	11_24	1	1	coordinate_verified_open_wedge	0.9510	0.9032	21.171	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	1	I7M9J2	Q24DI9	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002486	P16002	P17227	3888	6zoo	17	11_24	2	2	coordinate_verified_open_wedge	0.5893	0.7750	27.132	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	P16002	E9NPX1	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002487	A9WEV6	A9WEV7	324602	8x2j	8	3_10	4	4	coordinate_verified_open_wedge	0.8000	0.9659	26.792	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	A9WEV6	A9WEV7	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002488	P04844	P43308	9606	8b6l	16	11_24	1	1	coordinate_verified_open_wedge	0.9540	0.8361	18.580	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-B-provisional	1	0	0	0		P43308	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002489	Q15382	Q9BVC4	9606	9ed7	3	3_10	4	4	coordinate_verified_open_wedge	0.9239	0.9724	50.129	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	1	Q15382	Q9BVC4	assembly_context_direct_noncontact_not_universal_nonbinder
AC:002490	P60239	Q50755	79929	9sw4	12	11_24	5	5	coordinate_verified_open_wedge	0.5844	0.9967	35.426	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-A-provisional	1	0	1	0	P60239	Q50755	assembly_context_direct_noncontact_not_universal_nonbinder
