triplet_id	assembly_size_stratum	ac_id	anchor	negative_partner_c	positive_partner_d	positive_source	positive_example_evidence	positive_min_heavy_a	positive_binding_assemblies	positive_distinct_pdb_count	positive_interface_status	anchor_tax_id	c_tax_id	d_tax_id	all_role_shared_tax	sequence_identity	sequence_coverage_c	sequence_coverage_d	sequence_aligned_residues	sequence_similarity_bin	domain_similarity_status	structure_similarity_status	positive_rank_for_ac_orientation	ac_structure_file	ac_chain_anchor	ac_chain_negative	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_mutual_nearest	ac_structure_grade_provisional	negative_label_semantics	counterfactual_grade_provisional	training_pool_status	leakage_control_status
SCF:0003973	gt24	AC:003450	P29198	P12736	P14135	PDB_exact_pair_aggregate	3cme-assembly1.cif.gz:E-J	2.388	25	65	repeated_exact_PDB_contact_interface_size_pending	272569	272569	272569	1	0.3280	0.5187	0.7022	125	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	4v9f-assembly1.cif.gz	J	Y	22.898	26.396	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003974	gt24	AC:003451	A1BA37	A1B4F3	A1B3D7	PDB_exact_pair_aggregate	9g83-assembly1.cif.gz:CA-EA	2.390	5	5	repeated_exact_PDB_contact_interface_size_pending	318586	318586	318586	1	0.3439	0.6477	0.5108	285	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9g83-assembly1.cif.gz	AA	V	10.671	13.046	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003975	gt24	AC:003454	P36056	P32902	P53292	PDB_exact_pair_aggregate	8om2-assembly1.cif.gz:FA-IA	3.037	2	2	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2170	0.5964	0.6812	235	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8om2-assembly1.cif.gz	IA	B	23.758	28.201	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003976	gt24	AC:003455	G0SI44	G0SH61	G0S1P9	PDB_exact_pair_aggregate	7old-assembly1.cif.gz:DA-EA	2.368	4	4	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.3394	0.5343	0.5317	109	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8pv6-assembly1.cif.gz	TA	MA	19.002	25.029	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003977	gt24	AC:003456	Q9CQ06	Q5RL20	Q9CQF8	same_assembly_bridge	9hce-assembly1.cif.gz:V-PA	2.402	2	7	same_assembly_bridge_interface_pass	10090	10090	10090	1	0.3708	0.5597	0.8725	89	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9hce-assembly1.cif.gz	V	EA	23.739	29.738	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003978	gt24	AC:003456	Q9CQ06	Q5RL20	Q9CQL5	PDB_exact_pair_aggregate	9hce-assembly1.cif.gz:P-V	4.379	2	6	repeated_exact_PDB_contact_interface_size_pending	10090	10090	10090	1	0.2788	0.6541	0.5778	104	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	9hce-assembly1.cif.gz	V	EA	23.739	29.738	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003979	gt24	AC:003456	Q9CQ06	Q5RL20	Q9D0Y8	PDB_exact_pair_aggregate	9hcc-assembly1.cif.gz:LA-V	2.484	2	7	repeated_exact_PDB_contact_interface_size_pending	10090	10090	10090	1	0.2772	0.6352	0.8347	101	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	9hce-assembly1.cif.gz	V	EA	23.739	29.738	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003980	gt24	AC:003460	A0T0P5	A0T0T9	A0T0T2	PDB_exact_pair_aggregate	8iwh-assembly1.cif.gz:B-Y	3.122	1	1	single_exact_PDB_contact_interface_size_pending	35128	35128	35128	1	0.4000	0.5128	0.5882	20	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8iwh-assembly1.cif.gz	UA	J	22.173	26.972	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003981	gt24	AC:003460	A0T0T9	A0T0P5	A0A8F5GHI6	PDB_exact_pair_aggregate	8j5k-assembly1.cif.gz:C-J	2.846	1	1	single_exact_PDB_contact_interface_size_pending	35128	35128	240364	0	0.3165	0.7387	0.7983	376	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8iwh-assembly1.cif.gz	J	UA	22.173	26.972	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003982	gt24	AC:003463	Q83FC0	Q83AX9	Q83ER2	same_assembly_bridge	9tze-assembly1.cif.gz:WA-H	5.196	1	1	same_assembly_bridge_small_interface	227377	227377	227377	1	0.2527	0.7000	0.6547	91	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9tze-assembly1.cif.gz	WA	I	8.907	14.960	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003983	gt24	AC:003466	P0AAT6	P60438	P60422	PDB_exact_pair_aggregate	7bl2-assembly1.cif.gz:BA-C	2.611	2	5	repeated_exact_PDB_contact_interface_size_pending	83333	83333	83333	1	0.3197	0.7033	0.5385	147	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9ss4-assembly1.cif.gz	IA	M	13.228	17.759	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003984	gt24	AC:003466	P60438	P0AAT6	P0A7W7	PDB_exact_pair_aggregate	4v9o-assembly2.cif.gz:AD-RC	3.255	1	326	repeated_exact_PDB_contact_interface_size_pending	83333	83333	83333	1	0.3418	0.7524	0.6077	79	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	9ss4-assembly1.cif.gz	M	IA	13.228	17.759	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003985	gt24	AC:003466	P60438	P0AAT6	P0A7T7	PDB_exact_pair_aggregate	4v9p-assembly2.cif.gz:CD-ZC	2.978	2	323	repeated_exact_PDB_contact_interface_size_pending	83333	83333	83333	1	0.3019	0.5048	0.7067	53	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	9ss4-assembly1.cif.gz	M	IA	13.228	17.759	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003986	gt24	AC:003467	P53145	Q02753	P0CX23	same_assembly_bridge	6n8n-assembly1.cif.gz:W-AA	2.707	1	7	same_assembly_bridge_interface_pass	559292	559292	559292	1	0.3269	0.6500	0.6047	104	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6n8n-assembly1.cif.gz	W	BA	34.448	38.455	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003987	gt24	AC:003467	P53145	Q02753	P05744	PDB_exact_pair_aggregate	6n8n-assembly1.cif.gz:NA-W	3.237	1	8	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3111	0.5625	0.8411	90	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	6n8n-assembly1.cif.gz	W	BA	34.448	38.455	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003988	gt24	AC:003467	Q02753	P53145	P53742	PDB_exact_pair_aggregate	7bt6-assembly1.cif.gz:JA-T	3.049	1	18	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3183	0.6234	0.8210	399	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6n8n-assembly1.cif.gz	BA	W	34.448	38.455	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003989	gt24	AC:003467	Q02753	P53145	P53261	PDB_exact_pair_aggregate	6ylx-assembly1.cif.gz:IA-T	2.304	3	16	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3182	0.7219	0.7636	462	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	6n8n-assembly1.cif.gz	BA	W	34.448	38.455	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003990	gt24	AC:003467	Q02753	P53145	P40010	PDB_exact_pair_aggregate	6elz-assembly1.cif.gz:OA-T	3.127	9	19	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3028	0.6813	0.8385	436	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	6n8n-assembly1.cif.gz	BA	W	34.448	38.455	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003991	gt24	AC:003469	P0A446	Q8DHJ2	Q8DHA7	PDB_exact_pair_aggregate	7yq2-assembly1.cif.gz:A-M	2.719	1	1	single_exact_PDB_contact_interface_size_pending	197221	197221	197221	1	0.2258	0.5000	0.8611	31	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7yq2-assembly1.cif.gz	A	S	29.849	32.730	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003992	gt24	AC:003469	Q8DHJ2	P0A446	P0A444	PDB_exact_pair_aggregate	5h2f-assembly2.cif.gz:S-Z	2.398	2	62	repeated_exact_PDB_contact_interface_size_pending	197221	197221	197221	1	0.9078	0.9944	0.9944	358	high	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7yq2-assembly1.cif.gz	S	A	29.849	32.730	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003993	gt24	AC:003469	Q8DHJ2	P0A446	Q8CM25	PDB_exact_pair_aggregate	5e7c-assembly1.cif.gz:W-Z	2.576	13	64	repeated_exact_PDB_contact_interface_size_pending	197221	197221	197221	1	0.3574	0.8083	0.8267	291	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7yq2-assembly1.cif.gz	S	A	29.849	32.730	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003994	gt24	AC:003469	Q8DHJ2	P0A446	Q8DIF8	same_assembly_bridge	7yq2-assembly1.cif.gz:S-C	2.807	64	64	same_assembly_bridge_interface_pass	197221	197221	197221	1	0.3320	0.6778	0.5293	244	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	7yq2-assembly1.cif.gz	S	A	29.849	32.730	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003995	gt24	AC:003470	A8BH61	A8BMD9	A8B4F8	PDB_exact_pair_aggregate	7pwg-assembly1.cif.gz:M-R	2.959	1	9	repeated_exact_PDB_contact_interface_size_pending	184922	184922	184922	1	0.2319	0.5074	0.5267	69	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7pwg-assembly1.cif.gz	R	EA	14.197	18.054	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003996	gt24	AC:003471	Q16560	Q9NX01	Q9BV90	PDB_exact_pair_aggregate	9gcm-assembly1.cif.gz:B-C	2.415	4	4	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2632	0.6376	0.7197	95	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8y6o-assembly1.cif.gz	GA	H	64.688	65.729	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003997	gt24	AC:003472	Q03862	P26785	P05738	PDB_exact_pair_aggregate	7uoo-assembly1.cif.gz:H-HB	2.411	4	13	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3065	0.6263	0.6492	124	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6rzz-assembly1.cif.gz	PA	J	55.586	58.786	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003998	gt24	AC:003472	Q03862	P26785	P0CX82	PDB_exact_pair_aggregate	4v8t-assembly1.cif.gz:R-TA	2.222	5	13	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.3838	0.5000	0.5238	99	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	6rzz-assembly1.cif.gz	PA	J	55.586	58.786	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0003999	gt24	AC:003472	Q03862	P26785	P05740	PDB_exact_pair_aggregate	4v7f-assembly1.cif.gz:OA-U	4.970	1	13	repeated_exact_PDB_contact_interface_size_pending	559292	559292	559292	1	0.2857	0.6364	0.6848	126	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	6rzz-assembly1.cif.gz	PA	J	55.586	58.786	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004000	gt24	AC:003474	Q2G0N1	Q2FW20	Q2G113	PDB_exact_pair_aggregate	8p2g-assembly1.cif.gz:E-MA	4.102	2	3	repeated_exact_PDB_contact_interface_size_pending	93061	93061	93061	1	0.3537	0.8367	0.6212	82	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8p2h-assembly1.cif.gz	D	OA	56.540	61.874	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004001	gt24	AC:003474	Q2G0N1	Q2FW20	Q2FW11	PDB_exact_pair_aggregate	8p2f-assembly1.cif.gz:CA-E	3.233	1	3	repeated_exact_PDB_contact_interface_size_pending	93061	93061	93061	1	0.3371	0.6742	0.7607	89	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	8p2h-assembly1.cif.gz	D	OA	56.540	61.874	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004002	gt24	AC:003474	Q2G0N1	Q2FW20	P0A0H0	same_assembly_bridge	8p2h-assembly1.cif.gz:D-SA	2.478	2	3	same_assembly_bridge_small_interface	93061	93061	93061	1	0.3133	0.6058	0.6288	83	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	8p2h-assembly1.cif.gz	D	OA	56.540	61.874	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004003	gt24	AC:003475	G0S1R0	G0SHJ6	G0SH61	PDB_exact_pair_aggregate	8i9t-assembly1.cif.gz:IA-KA	2.185	26	26	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.3097	0.5539	0.7687	113	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8i9z-assembly1.cif.gz	KA	X	45.731	49.065	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004004	gt24	AC:003475	G0S1R0	G0SHJ6	G0SCL3	PDB_exact_pair_aggregate	8i9y-assembly1.cif.gz:JA-ZA	4.368	25	25	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.2297	0.5034	0.6789	74	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	8i9z-assembly1.cif.gz	KA	X	45.731	49.065	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004005	gt24	AC:003475	G0SHJ6	G0S1R0	G0S9B5	PDB_exact_pair_aggregate	8i9y-assembly1.cif.gz:NA-X	2.553	19	19	repeated_exact_PDB_contact_interface_size_pending	759272	759272	759272	1	0.3148	0.7606	0.5070	108	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8i9z-assembly1.cif.gz	X	KA	45.731	49.065	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004006	gt24	AC:003475	G0SHJ6	G0S1R0	G0S0D6	same_assembly_bridge	8i9z-assembly1.cif.gz:X-EA	2.538	21	21	same_assembly_bridge_interface_pass	759272	759272	759272	1	0.2393	0.8239	0.5850	117	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	8i9z-assembly1.cif.gz	X	KA	45.731	49.065	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004007	gt24	AC:003479	A0A2K3DAY3	A0A2K3DXG4	A0A2K3E2Q3	same_assembly_bridge	7pkq-assembly1.cif.gz:G-OA	5.303	1	1	same_assembly_bridge_small_interface	3055	3055	3055	1	0.3502	0.6124	0.6659	297	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7pkq-assembly1.cif.gz	G	PA	15.419	17.153	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004008	gt24	AC:003479	A0A2K3DAY3	A0A2K3DXG4	A0A2K3CXL0	PDB_exact_pair_aggregate	7pkq-assembly1.cif.gz:N-Z	2.867	1	1	single_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.3369	0.7711	0.7057	374	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7pkq-assembly1.cif.gz	G	PA	15.419	17.153	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004009	gt24	AC:003479	A0A2K3DAY3	A0A2K3DXG4	A0A2K3CN25	PDB_exact_pair_aggregate	7pkq-assembly1.cif.gz:IA-N	2.641	1	1	single_exact_PDB_contact_interface_size_pending	3055	3055	3055	1	0.3289	0.7773	0.6500	377	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	7pkq-assembly1.cif.gz	G	PA	15.419	17.153	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004010	gt24	AC:003480	E9B8R9	A0A504XXD2	A0A3Q8IJC5	PDB_exact_pair_aggregate	3jcs-assembly1.cif.gz:DA-O	2.616	1	2	repeated_exact_PDB_contact_interface_size_pending	5661	5661	5661	1	0.3481	0.6639	0.5180	158	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6az3-assembly1.cif.gz	V	Q	8.599	10.880	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004011	gt24	AC:003483	P62857	P60228	Q9ULX3	PDB_exact_pair_aggregate	6zuo-assembly1.cif.gz:CA-IA	2.307	3	3	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2827	0.6360	0.6869	283	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	6zon-assembly1.cif.gz	FA	NA	104.493	109.065	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004012	gt24	AC:003484	A0A481DF93	A0A4X1VEK9	I3LCB2	PDB_exact_pair_aggregate	7ozp-assembly1.cif.gz:C-H	3.444	4	4	repeated_exact_PDB_contact_interface_size_pending	9823	9823	9823	1	0.3117	0.6063	0.5133	77	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7unc-assembly1.cif.gz	C	F	21.132	23.966	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004013	gt24	AC:003484	A0A481DF93	A0A4X1VEK9	A0A8D1AQR7	PDB_exact_pair_aggregate	9mlc-assembly1.cif.gz:C-H	3.259	1	1	single_exact_PDB_contact_interface_size_pending	9823	9823	9823	1	0.3117	0.5133	0.6063	77	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7unc-assembly1.cif.gz	C	F	21.132	23.966	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004014	gt24	AC:003484	A0A4X1VEK9	A0A481DF93	I3LCH3	PDB_exact_pair_aggregate	8byq-assembly1.cif.gz:C-F	2.186	15	100	repeated_exact_PDB_contact_interface_size_pending	9823	9823	9823	1	1.0000	0.8594	1.0000	275	high	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	7unc-assembly1.cif.gz	F	C	21.132	23.966	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004015	gt24	AC:003484	A0A4X1VEK9	A0A481DF93	P23193	PDB_exact_pair_aggregate	8uis-assembly1.cif.gz:F-R	2.434	1	11	repeated_exact_PDB_contact_interface_size_pending	9823	9823	9606	0	0.2934	0.5219	0.5548	167	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	7unc-assembly1.cif.gz	F	C	21.132	23.966	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004016	gt24	AC:003485	O43513	Q9H204	Q9NWA0	PDB_exact_pair_aggregate	7enc-assembly1.cif.gz:E-V	2.375	6	10	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.3273	0.6180	0.7534	110	medium	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	1	8t9d-assembly1.cif.gz	D	U	52.007	52.799	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004017	gt24	AC:003485	O43513	Q9H204	Q13503	PDB_exact_pair_aggregate	7lbm-assembly1.cif.gz:BB-XA	1.981	5	9	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.3100	0.5618	0.6944	100	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	2	8t9d-assembly1.cif.gz	D	U	52.007	52.799	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
SCF:0004018	gt24	AC:003485	O43513	Q9H204	Q9NX70	PDB_exact_pair_aggregate	8t9d-assembly1.cif.gz:D-X	3.646	1	6	repeated_exact_PDB_contact_interface_size_pending	9606	9606	9606	1	0.2651	0.9326	0.8300	166	remote_sequence	pending_Pfam_or_domain_architecture_mapping	pending_Foldseek_or_TM_align	3	8t9d-assembly1.cif.gz	D	U	52.007	52.799	0	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	CF-C-provisional	pilot_candidate_pending_external_conflict_and_structure_similarity	pending_homology_structure_publication_cluster_split
