triplet_id	ac_id	A	C	D	complex_size_bin	n_pdb_AC	replicated_AC	A_C_min_heavy	A_D_min_heavy	positive_source	seqid_CD	seqid_CD_bin	negative_pdb	negative_pdb_release	positive_example_pdb	positive_example_release	positive_interface_status	positive_rank	counterfactual_grade	family_split	len_A	len_C	len_D	tokens_AC	tokens_AD	max_pair_tokens	bucket	cutoff_scope
SCF:0001868	AC:001604	Q9UBQ0	O60826	Q96QK1	3_10	2	1	17.832	2.285	PDB_exact_pair_aggregate	0.282500	20_30	8P0V	2024-03-20	8RKS	2024-04-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	182	627	796	809	978	978	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000305	AC:000231	Q9BT73	P60900	P25788	11_24	2	1	9.979	2.685	same_assembly_bridge	0.344000	30_40	8TM3	2024-10-23	8TM3	2024-10-23	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	122	246	255	368	377	377	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001349	AC:001134	P06269	A0A1S4CKK0	A0A1S4CIZ9	11_24	3	1	81.096	2.759	PDB_exact_pair_aggregate	0.540700	ge50	8WA1	2024-03-13	8W9Z	2024-03-13	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	337	266	303	603	640	640	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001835	AC:001565	I7LT80	I7MDA9	W7WX86	11_24	2	1	9.125	2.871	PDB_exact_pair_aggregate	0.330700	30_40	8TH8	2023-09-20	8TH8	2023-09-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	472	202	185	674	657	674	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003195	AC:002865	G0RZG4	G0RZX8	G0S9A0	3_10	2	1	21.716	2.670	PDB_exact_pair_aggregate	0.346000	30_40	8R1O	2024-07-17	8R1O	2024-07-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	413	256	358	669	771	771	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002666	AC:002343	C3SR62	C3SRY2	W8T6F0	11_24	13	1	41.495	2.608	same_assembly_bridge	0.328800	30_40	9SX2	2026-04-22	9SX2	2026-04-22	same_assembly_bridge_small_interface	1	CF-B-provisional	train_eligible	206	130	131	336	337	337	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001059	AC:000876	P02557	P53378	P09733	11_24	2	1	34.207	2.664	same_assembly_bridge	0.323300	30_40	8QV3	2024-04-24	8QV3	2024-04-24	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	457	473	447	930	904	930	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002630	AC:002314	Q12464	P04912	P04911	11_24	2	1	19.012	2.286	PDB_exact_pair_aggregate	0.984800	ge50	8QKU	2024-10-02	9OB1	2026-03-04	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	protein_unseen_family_seen	471	132	132	603	603	603	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000429	AC:000330	P63096	O14625	P09341	3_10	2	1	26.023	2.531	PDB_exact_pair_aggregate	0.304900	30_40	8HNK	2023-11-29	9EJC	2025-09-03	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	354	94	107	448	461	461	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001365	AC:001148	A0A1B2U0Q7	A0A1B2U0I9	A0A1J7CBX1	11_24	8	1	25.328	2.936	same_assembly_bridge	0.271400	20_30	9OYV	2026-04-15	9OYV	2026-04-15	same_assembly_bridge_small_interface	1	CF-B-provisional	protein_unseen_family_seen	89	173	252	262	341	341	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001158	AC:000968	Q9SUI4	Q9S7N7	Q9SHE8	11_24	7	1	9.729	2.357	same_assembly_bridge	0.275600	20_30	8J7B	2023-11-15	8J7B	2023-11-15	same_assembly_bridge_interface_pass	1	CF-B-provisional	dropped_mixed_protein	219	160	221	379	440	440	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003033	AC:002697	Q5JS54	P25788	P28066	11_24	2	1	21.872	2.523	PDB_exact_pair_aggregate	0.372200	30_40	8TM3	2024-10-23	8QYJ	2024-02-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	123	255	241	378	364	378	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000499	AC:000400	Q15370	Q8N884	Q6PJ21	11_24	2	1	37.541	2.796	same_assembly_bridge	0.278200	20_30	8OL1	2024-02-14	8OL1	2024-02-14	same_assembly_bridge_interface_pass	2	CF-B-provisional	train_eligible	118	522	355	640	473	640	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002066	AC:001780	Q8U0M5	Q8U4N1	Q8U216	11_24	4	1	26.372	2.467	PDB_exact_pair_aggregate	0.275000	20_30	8P2I	2024-04-24	8OKI	2024-04-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	397	95	120	492	517	517	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000946	AC:000793	A0QS96	A0QSD7	A0QSG1	11_24	19	1	16.522	3.041	PDB_exact_pair_aggregate	0.361700	30_40	8WI9	2024-02-28	9B24	2025-03-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	124	275	187	399	311	399	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002372	AC:002060	Q9Y230	P0C0S5	P04908	11_24	2	1	49.357	2.790	PDB_exact_pair_aggregate	0.647100	ge50	9C62	2024-08-21	9GEV	2025-08-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	463	128	130	591	593	593	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001450	AC:001253	P62807	O96019	Q71F23	11_24	4	1	14.414	3.530	PDB_exact_pair_aggregate	0.280900	20_30	8X15	2024-03-06	7YYH	2022-05-18	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	126	429	418	555	544	555	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001293	AC:001091	Q9B6D4	Q9B6E8	Q9B6C8	11_24	7	1	9.336	2.226	PDB_exact_pair_aggregate	0.335500	30_40	7ZKP	2022-11-23	7ZKP	2022-11-23	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	89	341	469	430	558	558	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001856	AC:001590	Q9UJW0	P61163	P60709	11_24	2	1	18.979	2.339	PDB_exact_pair_aggregate	0.545000	ge50	9B85	2025-04-16	9B85	2025-04-16	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	460	376	375	836	835	836	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002311	AC:001999	P23993	P13194	P36213	11_24	3	1	26.759	3.052	PDB_exact_pair_aggregate	0.383200	30_40	7EWK	2022-01-12	7F9O	2021-12-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	209	147	205	356	414	414	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002086	AC:001797	E9NPX1	I0Z2Y0	I0YQ44	11_24	2	1	36.988	3.698	same_assembly_bridge	0.524700	ge50	9KQQ	2025-02-26	9KQQ	2025-02-26	same_assembly_bridge_small_interface	1	CF-B-provisional	dropped_mixed_family	36	274	259	310	295	310	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002304	AC:001995	O81098	Q9M1A8	Q9FJ98	11_24	6	1	37.671	3.322	PDB_exact_pair_aggregate	0.370000	30_40	8XMD	2024-07-24	8XMC	2024-07-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	205	146	144	351	349	351	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002955	AC:002623	A0A2K1KIF2	A0A2K1JC42	A0A2K1JDE1	11_24	2	1	8.971	2.868	PDB_exact_pair_aggregate	0.344000	30_40	7KSQ	2022-03-30	7KSQ	2022-03-30	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	protein_unseen_family_seen	225	155	144	380	369	380	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000917	AC:000767	P24311	O00483	P09669	11_24	2	1	38.238	3.314	PDB_exact_pair_aggregate	0.263200	20_30	9I7U	2025-12-03	9I7U	2025-12-03	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	80	81	75	161	155	161	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002633	AC:002315	I7MDA9	Q24C31	Q23YW7	11_24	2	1	55.095	2.122	PDB_exact_pair_aggregate	0.300300	30_40	8TH8	2023-09-20	8TH8	2023-09-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	202	461	468	663	670	670	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000271	AC:000212	Q2V2P8	Q06675	P38313	11_24	2	1	8.115	2.484	same_assembly_bridge	0.300900	30_40	8OW0	2023-08-09	8OW0	2023-08-09	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	89	368	324	457	413	457	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000888	AC:000730	A0A3Q7HSH1	P49215	A0A3Q7IN69	11_24	2	1	15.435	2.528	PDB_exact_pair_aggregate	0.369400	30_40	7QIX	2022-06-15	7QIZ	2022-08-03	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	249	144	164	393	413	413	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003233	AC:002905	Q15843	Q9UBF6	P62877	3_10	2	1	18.188	2.488	PDB_exact_pair_aggregate	0.526900	ge50	9SDX	2025-12-24	9QO0	2026-02-18	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	train_eligible	81	113	108	194	189	194	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001049	AC:000862	Q39615	P14224	P14225	11_24	15	1	9.465	2.931	PDB_exact_pair_aggregate	0.424200	40_50	8H2U	2023-06-14	7BGI	2021-12-08	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	196	126	113	322	309	322	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001091	AC:000901	B5YM25	A0T0M9	A0T0M8	11_24	2	1	28.177	2.762	PDB_exact_pair_aggregate	0.491200	40_50	8XLS	2024-10-30	8ZET	2024-12-25	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	201	733	752	934	953	953	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000374	AC:000287	Q75VY4	Q75VZ0	Q75VY6	11_24	2	1	8.379	2.771	same_assembly_bridge	0.561300	ge50	8H2U	2023-06-14	8H2U	2023-06-14	same_assembly_bridge_interface_pass	1	CF-B-provisional	dropped_mixed_family	241	264	257	505	498	505	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001373	AC:001169	Q9BTE1	P60709	Q9NZ32	11_24	2	1	36.709	3.906	PDB_exact_pair_aggregate	0.308400	30_40	9B85	2025-04-16	9B85	2025-04-16	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	train_eligible	182	375	417	557	599	599	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000330	AC:000251	O95456	P20618	P28066	11_24	6	1	14.120	2.501	same_assembly_bridge	0.351200	30_40	8YIX	2025-01-15	8YIX	2025-01-15	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	288	241	241	529	529	529	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000679	AC:000581	P25342	P32468	P32457	3_10	2	1	16.328	2.490	same_assembly_bridge	0.359200	30_40	8PFH	2023-12-06	8PFH	2023-12-06	same_assembly_bridge_interface_pass	1	CF-A-provisional	family_unseen	322	407	520	729	842	842	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002266	AC:001964	P50370	Q08363	P37256	11_24	5	1	8.085	2.202	PDB_exact_pair_aggregate	0.500000	ge50	9IIU	2025-05-14	9IMN	2025-05-14	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	33	44	31	77	64	77	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002904	AC:002580	A0A175JJM9	C4M5A0	C4M9F9	11_24	5	1	22.198	2.271	PDB_exact_pair_aggregate	0.298000	20_30	9V1J	2025-10-08	9V1J	2025-10-08	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	151	254	201	405	352	405	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000688	AC:000591	O15527	Q71DI3	P62807	3_10	2	1	21.145	5.689	same_assembly_bridge	0.300000	30_40	8VWT	2024-10-30	8VWT	2024-10-30	same_assembly_bridge_small_interface	1	CF-B-provisional	train_eligible	345	136	126	481	471	481	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002123	AC:001820	P56767	Q9SY97	Q01667	11_24	3	1	44.341	3.297	PDB_exact_pair_aggregate	0.447500	40_50	7WFD	2022-03-16	7WFE	2022-03-16	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	734	273	241	1007	975	1007	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002110	AC:001814	A8IL21	A8J353	A8INX1	11_24	2	1	43.120	2.307	PDB_exact_pair_aggregate	0.300000	30_40	7EKQ	2021-10-20	7EKO	2021-10-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	256	244	283	500	539	539	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003325	AC:003014	P06269	A0A1S3YU01	A0A1S3XP85	11_24	3	1	13.763	2.404	PDB_exact_pair_aggregate	0.259800	20_30	8W9Z	2024-03-13	8WA1	2024-03-13	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	337	143	167	480	504	504	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001901	AC:001634	A0ACD6B9M2	A0ACD6B9M4	A0ACD6B9L6	3_10	2	1	17.055	3.219	PDB_exact_pair_aggregate	0.416700	40_50	7SA3	2021-12-01	7SA3	2021-12-01	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	protein_unseen_family_seen	80	45	44	125	124	125	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002983	AC:002645	A0A2X1PQW4	C3SR57	C3SQT7	11_24	5	1	19.528	2.502	PDB_exact_pair_aggregate	0.317100	30_40	9SX2	2026-04-22	11GG	2026-04-08	repeated_exact_PDB_contact_interface_size_pending	3	CF-B-provisional	dropped_pdb_overlap	113	129	103	242	216	242	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000734	AC:000620	P13165	P23993	P13192	11_24	2	1	16.302	2.253	PDB_exact_pair_aggregate	0.311600	30_40	7EWK	2022-01-12	7EW6	2021-12-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	36	209	235	245	271	271	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000384	AC:000294	P62090	Q9SHE8	Q9S831	11_24	8	1	16.916	2.231	PDB_exact_pair_aggregate	0.267900	20_30	7WFE	2022-03-16	7WFE	2022-03-16	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_protein	81	221	143	302	224	302	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002643	AC:002324	Q6YXK4	A0A2K1JLW2	A0A2K1JC42	11_24	2	1	17.198	3.064	PDB_exact_pair_aggregate	0.459500	40_50	7KSQ	2022-03-30	8HTU	2023-08-02	repeated_exact_PDB_contact_interface_size_pending	2	CF-B-provisional	dropped_mixed_protein	32	131	155	163	187	187	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002290	AC:001980	P9WPU9	P9WPV5	P9WPV1	11_24	3	1	29.930	2.638	PDB_exact_pair_aggregate	0.263600	20_30	8J0T	2024-05-22	8J0T	2024-05-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	305	171	121	476	426	476	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001264	AC:001065	Q23RH8	Q23S01	Q22E95	11_24	3	1	14.275	2.469	PDB_exact_pair_aggregate	0.307700	30_40	8B6G	2023-03-29	8GYM	2023-06-14	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	60	103	93	163	153	163	256	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001058	AC:000875	Q32NC0	Q969H6	O95059	11_24	3	1	45.400	3.178	PDB_exact_pair_aggregate	0.267300	20_30	9UHA	2026-04-22	9UH7	2026-04-22	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	220	163	124	383	344	383	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003176	AC:002841	A0A2M9V7H9	A0A9X9IKM4	A0A2M9V7I0	3_10	4	1	16.195	2.226	PDB_exact_pair_aggregate	0.282300	20_30	9LQ8	2025-11-26	9LQ7	2025-11-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	136	379	314	515	450	515	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000818	AC:000678	G0SCD1	G0SC21	G0SE33	3_10	2	1	11.838	2.968	PDB_exact_pair_aggregate	0.302800	30_40	8PEL	2024-06-26	8PEL	2024-06-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	258	284	220	542	478	542	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002591	AC:002271	O43257	O96019	P60709	11_24	3	1	18.782	6.672	same_assembly_bridge	0.417300	40_50	8X19	2024-03-06	8X19	2024-03-06	same_assembly_bridge_small_interface	1	CF-B-provisional	train_eligible	154	429	375	583	529	583	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002182	AC:001883	Q8U439	Q8U4N1	Q8U216	11_24	4	1	35.613	2.225	PDB_exact_pair_aggregate	0.275000	20_30	8CRO	2024-04-17	8ORQ	2024-04-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	189	95	120	284	309	309	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000963	AC:000803	Q980T8	P57766	Q97Z84	3_10	3	1	8.475	2.723	PDB_exact_pair_aggregate	0.287000	20_30	7RPX	2021-11-17	7RPX	2021-11-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	601	249	245	850	846	850	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001646	AC:001416	Q13619	Q96MF7	Q99627	3_10	2	1	151.991	2.743	PDB_exact_pair_aggregate	0.295500	20_30	9LWL	2026-04-29	9EG8	2025-12-03	single_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	759	247	209	1006	968	1006	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002984	AC:002646	P07766	Q861F7	P0DTU4	11_24	2	1	12.138	2.292	PDB_exact_pair_aggregate	0.279500	20_30	8ES9	2023-05-03	8TW4	2024-10-02	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	207	341	315	548	522	548	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001533	AC:001318	P16687	P16679	P16678	11_24	2	1	35.987	3.801	same_assembly_bridge	0.352600	30_40	7Z15	2022-06-22	7Z15	2022-06-22	same_assembly_bridge_small_interface	1	CF-B-provisional	family_unseen	354	226	252	580	606	606	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000768	AC:000641	I0YQ46	I0Z2Y0	I0Z7A7	11_24	2	1	40.818	3.805	PDB_exact_pair_aggregate	0.577300	ge50	9KQP	2025-02-26	9KQP	2025-02-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_pdb_overlap	255	274	246	529	501	529	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001456	AC:001261	I0Z7A7	I0Z7V3	I0Z7A6	11_24	2	1	32.768	2.690	PDB_exact_pair_aggregate	0.279800	20_30	9KQP	2025-02-26	9KQQ	2025-02-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	246	245	272	491	518	518	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002186	AC:001892	P30394	A8HPD0	A8HPH1	11_24	3	1	71.482	2.847	PDB_exact_pair_aggregate	0.535900	ge50	9V7T	2026-04-01	9VFJ	2025-10-08	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_ineligible_unpermuted	37	582	562	619	599	619	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001528	AC:001316	Q24CL2	I7MG46	Q23S05	11_24	2	1	119.713	2.833	same_assembly_bridge	0.328300	30_40	8TH8	2023-09-20	8TH8	2023-09-20	same_assembly_bridge_interface_pass	1	CF-B-provisional	train_eligible	345	575	372	920	717	920	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003162	AC:002830	Q75VY9	P09144	P12154	11_24	6	1	44.546	2.662	same_assembly_bridge	0.497000	40_50	7R3K	2023-02-22	7R3K	2023-02-22	same_assembly_bridge_interface_pass	1	CF-B-provisional	protein_unseen_family_seen	267	735	751	1002	1018	1018	1024	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000254	AC:000202	P62877	P40337	P63208	3_10	6	1	25.988	2.902	PDB_exact_pair_aggregate	0.281000	20_30	8R5H	2024-02-21	8UBU	2024-11-06	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	108	213	163	321	271	321	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001624	AC:001396	A0A063XCG5	A0A063X8U6	A0A063XCP1	11_24	2	1	21.719	3.827	same_assembly_bridge	0.295700	20_30	9P4I	2025-11-12	9P4I	2025-11-12	same_assembly_bridge_small_interface	1	CF-B-provisional	train_eligible	120	207	146	327	266	327	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002767	AC:002439	Q9GZQ3	Q9NX08	Q9P000	11_24	3	1	20.024	2.550	PDB_exact_pair_aggregate	0.291000	20_30	8P0W	2024-03-20	8ESD	2023-05-24	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	224	183	198	407	422	422	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001577	AC:001360	P18263	P11471	Q93VE0	11_24	2	1	11.380	2.939	PDB_exact_pair_aggregate	0.347600	30_40	9HEI	2025-11-26	9IS4	2025-05-21	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	46	245	256	291	302	302	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000383	AC:000292	P84098	P41227	Q9UKD2	11_24	2	1	23.520	4.066	PDB_exact_pair_aggregate	0.305700	30_40	9GJ6	2026-02-18	8IDT	2023-08-09	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	196	235	239	431	435	435	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000470	AC:000371	C4M5A0	C4LXM0	C4M0Z2	11_24	5	1	8.392	2.334	PDB_exact_pair_aggregate	0.263200	20_30	9V27	2025-10-08	9V24	2025-10-15	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	254	130	117	384	371	384	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0000784	AC:000648	Q84Y02	P12352	A8IFG7	11_24	10	1	26.911	2.748	PDB_exact_pair_aggregate	0.235300	20_30	7BGI	2021-12-08	7BGI	2021-12-08	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	dropped_mixed_family	241	97	106	338	347	347	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0003265	AC:002957	Q50754	P60239	Q50755	11_24	5	1	37.158	2.293	PDB_exact_pair_aggregate	0.291400	20_30	9SW4	2026-04-29	8RVY	2025-05-14	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	185	308	302	493	487	493	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002896	AC:002572	P32341	P25515	P32842	11_24	2	1	18.729	4.046	PDB_exact_pair_aggregate	0.569500	ge50	8EAS	2022-11-02	8EAS	2022-11-02	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	215	160	164	375	379	379	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001324	AC:001111	A8INX1	A8IXD6	A8IL21	11_24	2	1	29.353	2.307	PDB_exact_pair_aggregate	0.402100	40_50	7EKQ	2021-10-20	7EKO	2021-10-20	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	train_eligible	283	276	256	559	539	559	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002678	AC:002349	Q9BTE1	P61163	Q9NZ32	11_24	2	1	34.901	3.906	same_assembly_bridge	0.316300	30_40	9B85	2025-04-16	9B85	2025-04-16	same_assembly_bridge_small_interface	2	CF-B-provisional	train_eligible	182	376	417	558	599	599	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002425	AC:002113	P9WPV7	P9WPU9	P9WPV3	11_24	2	1	23.831	2.248	PDB_exact_pair_aggregate	0.323100	30_40	8J0T	2024-05-22	8JR0	2024-05-01	repeated_exact_PDB_contact_interface_size_pending	1	CF-B-provisional	family_unseen	250	305	446	555	696	696	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0002418	AC:002107	P9WGZ1	P9WIU9	P71814	3_10	3	1	62.967	3.110	PDB_exact_pair_aggregate	0.300000	30_40	8E82	2023-03-22	9JI5	2025-09-17	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	family_unseen	347	238	247	585	594	594	768	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
SCF:0001316	AC:001105	G0SE33	G0SC21	G0SCD1	3_10	2	1	11.473	2.968	PDB_exact_pair_aggregate	0.313100	30_40	8R1O	2024-07-17	8PEL	2024-06-26	repeated_exact_PDB_contact_interface_size_pending	1	CF-A-provisional	train_eligible	220	284	258	504	478	504	512	negative_and_positive_example_PDB_post_2021-09-30; exact-pair-history audit pending
