ac_id	protein_a	protein_c	qid_a	qid_c	family_a	family_c	pdb_id	assembly_id	tax_id	score	len_a	len_c	pair_tokens	truncated	train_pair	n_train_proteins	core_flag	assembly_size_stratum	num_protein_chains	min_heavy	min_cb	n_pdb	kmer_jaccard	human	bridge_contact_strength	train_identity_a	train_identity_c	train_familiarity	familiarity_bin	proximity_bin	association_class	association_plus
AC:001465	P20637	P68315	Q782cd9bf883fd9aeac0159fe6beb78be36c97a1c	Q39ebfeb2ea4502d6f1b02be27c878932418ff3f3	A4GDH1	P68315	9fpy	1	10249	0.737504	631	63	697	0	0	0	1	11_24	12	47.1	49.922	1	0.01244168	0	25	22.3	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001466	O94376	Q9P6Q0	Q6de5db30f2e42899cb782d2d26afd4880c4be038	Qfd9a330b4658d80460a14e71f49168f71bea048a	O94376	Q9P6Q0	5n9j	1	284812	0.999503	138	112	253	0	0	0	1	11_24	15	55.875	60.278	2	0.016949153	0	8	27.8	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001467	P13165	P13194	Q18390c11aede4b4d1cc3b9395a886a8778d10b01	Q18ee4d7a0a3e0e7c68fa96ef21023c080cc73019	E9NPX1	A0A1D6HY75	7ewk	1	4513	0.000172	36	147	186	0	0	0	1	11_24	15	18.961	21.063	2	0.0058139535	0	21	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001469	A0QS96	A0QSG6	Qa5e6c2c66a65c55c6f6677fdc57c0e9de16dad2b	Q5d1f7fa478f1dadd05cacba2291e8ba588a89c6d	P21472	A0QSG6	8yp6	1	246196	0.999916	124	214	341	0	0	0	1	11_24	19	12.401	18.438	20	0.025889968	0	3	46.3	31.2	31.2	20-40	8-15 A	no_recorded_association	0
AC:001471	O31742	O31743	Qf377afbb8b934ce1fc4d3e91c52802a35d3967b1	Q5afc62b7af08a57fc9fcbd573d213952dec12211	O31742	O31743	6ppk	1	224308	0.999746	115	282	400	0	0	0	1	11_24	22	12.402	15.923	3	0.027027027	0	13	31.9	33.7	31.9	20-40	8-15 A	no_recorded_association	0
AC:001472	Q13617	Q99627	Q7dfb6d355d4d607f149e66c7c5ffb281c206d701	Qdcbfbc21d8c4c3e642e4c111ced74f018db0c37f	Q13617	Q99627	9efq	1	9606	0.707071	745	209	957	0	0	1	1	11_24	11	35.86	39.42	4	0.033681765	1	21	100.0	100.0	100.0	80-100	15-40 A	other_intact	0
AC:001473	O14198	Q9USH1	Qe470c9b438d56bc092c7909f0f33cc08137d8e57	Q12e91d8fa4ac6177cacd1933f6bc2ac78d00dfc6	O14198	Q9USH1	5n9j	1	284812	0.9982	207	139	349	0	0	0	1	11_24	15	56.633	58.666	3	0.027272727	0	15	0.0	50.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001475	P51955	Q9BS18	Qee2a3373cdbe205fac1b27abcefa79ef551cd513	Q0f34b71d7557ed739f78194deae4c3e7521e93b4	P51955	Q9BS18	6tm5	1	9606	0.998658	445	74	522	0	0	2	1	11_24	22	50.654	55.229	1	0.025263158	1	7	100.0	100.0	100.0	80-100	>=40 A	no_recorded_association	0
AC:001476	O31718	P39075	Qe58acde1eecee48a68ef601fc36f6e2eb4e286cf	Q946b12b5d431a5261d02c914b79429056a7517ac	O31718	P39075	7ckq	1	224308	0.010415	69	278	350	0	0	0	1	3_10	9	77.109	77.109	1	0.018181818	0	4	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001477	I7LX66	Q24I09	Q1bdf6968fddd97cd34e90b4bf52b737ff467ae9d	Qaa08853fa91d7b3130f651aa4e64b2c62cce56dd	I7LX66	Q24I09	8b6g	1	312017	0.978777	195	322	520	0	0	0	1	11_24	15	33.342	35.954	4	0.027310924	0	11	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001478	Q32P79	Q32PE0	Q8cafc397016b1c7b8427436cdf046807789c9ac0	Q7e402a40cf9ed61e3f718eb8df43fbb0a00f2757	A0A8D0TE17	A0A4X1VEK9	5flm	1	9913	0.999933	117	127	247	0	0	1	1	11_24	12	16.095	18.216	5	0.021645022	0	50	100.0	98.0	98.0	80-100	15-40 A	no_recorded_association	0
AC:001479	S7UR33	S7VSS5	Qebbd31cee16de00cb42a7c5cad8317431aeedc3f	Q32337b5d7db3b06938d90c891df49bfc7075bab1	S7UR33	S7VSS5	9i4x	1	507601	0.999834	80	89	172	0	0	0	1	11_24	24	14.08	18.152	1	0.006097561	0	10	0.0	27.9	0.0	0-20	8-15 A	no_recorded_association	0
AC:001480	P46737	Q3UI43	Q8e8f4f74d8e7c0b9c4070d0b3d6c231587fabded	Qf1ca746fe373434ecdcaee58ffc64826782d1c9b	P46737	Q3UI43	6gvw	1	10090	0.996654	291	333	627	0	0	0	1	3_10	10	68.678	71.923	1	0.026455026	0	11	89.5	89.7	89.5	80-100	>=40 A	no_recorded_association	0
AC:001481	Q9VQY9	Q9XYU0	Qddbac818535d6c5b7d08706e4158f117302b7b12	Q6a3b921809d7b71bae5ef9fd08dc728340f03486	Q9VQY9	P33993	6raw	1	7227	0.999849	203	720	926	0	0	0	1	11_24	11	32.525	34.369	2	0.029832936	0	10	45.5	67.3	45.5	40-60	15-40 A	no_recorded_association	0
AC:001482	P46678	P47076	Q50723752f0cadea968b999f826b8587313a1af5b	Qb98443002ff52e4a0e75d715473eb52a61799403	P46678	P47076	6eu0	1	559292	0.000987	594	161	758	0	0	0	1	11_24	20	22.003	23.113	9	0.034023669	0	39	0.0	30.8	0.0	0-20	15-40 A	no_recorded_association	0
AC:001483	P17987	P61758	Q098279acf8ca387dec00ffa3d1c91d1c7bbcd60e	Qc07abe1d1be1a9f2b039a2ad38d18975f113431a	Q32L40	P61758	6nr9	1	9606	0.999655	556	197	756	0	0	2	1	11_24	22	32.276	35.392	3	0.030927835	1	6	100.0	100.0	100.0	80-100	15-40 A	no_recorded_association	0
AC:001484	Q8DJ01	Q8DLL4	Q05b10cb605f7c7ab8642534cfcb25f84951ae2af	Qd8bf4c2a7d835f99a1f07bfa40a56f27361feed2	Q8DJ01	Q8DLL4	6l7o	1	197221	0.023548	168	146	317	0	0	0	1	11_24	20	16.329	20.21	1	0.0066225166	0	1	35.6	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001485	A0QU23	A0QU35	Q08b3475a41dc2f5c555fb4068732bb3df298cf8b	Q20230164683256f43333be246373cd05856c7e80	A0QU23	A0QU35	8e9h	1	246196	7.4e-05	521	184	708	0	0	0	1	11_24	15	36.742	38.673	3	0.034768212	0	22	26.9	53.7	26.9	20-40	15-40 A	no_recorded_association	0
AC:001486	Q9W2V7	Q9XYU0	Q805909187c69f29b2eefda0f08eebb4f1c16f48a	Q6a3b921809d7b71bae5ef9fd08dc728340f03486	Q9W2V7	P33993	6ray	1	7227	0.999853	212	720	935	0	0	0	1	11_24	11	32.467	34.842	3	0.028268551	0	4	0.0	67.3	0.0	0-20	15-40 A	no_recorded_association	0
AC:001487	A0A1S3ZQT7	A0A1S4CE74	Q510e418133dee8e79ef99a199b46d543b5261fe9	Q7ab432f793867839d3b91739bc6d88afcc1a6806	A0A1S3ZQT7	A0A9R0JBX6	8w9z	1	4097	5.1e-05	331	486	820	0	0	0	1	11_24	20	23.249	29.373	2	0.042780749	0	37	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001488	A0A4V8GZZ8	A0A4V8H000	Q100b946fd9712baad4a3b9d9375357796ca1cb4a	Q46d20b2ea797923f02ad1d6eb1dfecddfae1c284	I0YPL4	A0A4V8H000	6igz	1	325651	0.999929	281	267	551	0	0	0	1	11_24	23	14.616	18.73	1	0.062880325	0	38	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001489	A0A1G4KPQ9	F2QT92	Q33fbf9d69dca45ac14bd8b682461bbf34532465a	Qed0a1d00ea805c16dcb5b60efe5b20666149a589	A0A1G4KPQ9	F2QT92	8uck	1	981350	0.999213	63	168	234	0	0	0	1	3_10	10	16.486	20.251	7	0.0090497738	0	9	0.0	37.6	0.0	0-20	15-40 A	no_recorded_association	0
AC:001490	A4VD15	Q24CL2	Q597adf22b550ec2b1bae360367177752699dff10	Qa181cac6b97ce55e57f3733e3a20130929594859	A4VD15	Q24CL2	8th8	1	312017	0.006556	434	345	782	0	0	0	1	11_24	18	13.68	19.581	2	0.0765625	0	32	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001491	A0A1D8NEL0	A0A1D8NGI5	Q398db51cdb4604329890c20484d9afe1333f70b4	Q45ed7c42f75dc6e62e74fc17b20ed566b87642a5	A0A1D8NEL0	A0A1D8NGI5	7zkp	1	4952	0.791719	243	74	320	0	0	0	1	11_24	14	18.27	22.373	1	0.0065789474	0	49	26.3	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001493	E3UIU5	M2XWX3	Qa4e04625b15f6604192a928d74a7464451c67ae6	Q3c3d8eb6af5d4dccffde7886d518b3d3d00e70f8	E3UIU5	M2XWX3	9kc5	1	130081	0.209537	189	149	341	0	0	0	1	11_24	20	37.59	41.658	1	0.0092879257	0	10	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001494	P12875	P50743	Q1ac431f7fc256a6b0ea0bf30f8f984b5d20daddf	Q6bafadba0b09fc3c8dfd3c268b122dbfb1aa117a	A0A063X754	P50743	9bss	1	224308	0.998927	122	436	561	0	0	0	1	11_24	22	43.571	47.392	2	0.03	0	13	36.2	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001496	A0QSG3	A0R102	Qb0e43f022e211eefb286166c760e97761e0bac97	Qe5798196184b73b0c4978e2c1e7d7506d04a8021	Q2FW20	A0R102	6dzk	1	246196	0.99982	132	86	221	0	0	0	1	11_24	22	29.664	33.599	17	0.019417476	0	0	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001497	I0YQ46	I0Z7A6	Q4cee201933b772bc90a20cad6a9292938f615172	Q0bebf5d9161db02ec58a4b06e2014c068edb4a35	Q84Y02	Q75VY8	9kqq	1	574566	0.999916	255	272	530	0	0	0	1	11_24	20	17.665	21.172	2	0.10714286	0	43	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001499	A0A4V8GZZ5	A0A4V8H007	Qb270cac495a86ad5efbc9f66f80a77bbbe568545	Q11ba2ce0fbf79ece4168ecc24c75b81f95b5eb20	A8IL32	A0A4V8H007	6igz	1	325651	0.005864	204	91	298	0	0	0	1	11_24	23	39.437	40.167	3	0.025362319	0	12	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001500	A0QNR6	A0QWR2	Q0eb52481023a39b36712d4f43caefe1af2b2fe2e	Q583f24096f2396845af84da75ddc2592561b1da9	A0QNR6	A0QWR2	8fed	1	246196	0.202335	390	191	584	0	0	0	1	11_24	11	31.143	34.316	1	0.040076336	0	1	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001501	A0A0G4HMN0	A0A0G4HNB1	Q213c5181369d0bbefd9cb2727511ae90cbbf1e3e	Q7fd08eaf61970e83479d6134011d3cca5adeb0a3	A0A0G4HMN0	A0A0G4HNB1	9hyu	1	1169474	0.999881	217	222	442	0	0	0	1	11_24	19	8.903	9.955	1	0.063451777	0	16	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001502	Q9C639	Q9S7N7	Q76a794a4fa6cdb2f4837899d43dc4698f978c400	Q7fa09517577b27268348a2a34438563e2b38d520	Q84Y02	B6U534	7wfe	1	3702	0.99909	256	160	419	0	0	0	1	11_24	16	35.045	42.698	2	0.020618557	0	15	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001505	P62010	Q9V1U8	Qea826b1aa323f17892fc5ecd2048a713f4361d09	Q52fc14f2210ad436318a6a6e57130a012a51f873	A0A3B6SS17	Q9V1U8	6swd	1	272844	0.999954	137	243	383	0	0	0	1	11_24	17	45.523	51.273	7	0.030985915	0	1	64.5	35.6	35.6	20-40	>=40 A	no_recorded_association	0
AC:001507	A8HUP3	A8ISA4	Qa87f8e042565cd2d32c40b0905ce7d64d61c8b28	Q919378d2e0a4442adad80f45a4d61efd2affbbf1	A8HUP3	A8ISA4	8xks	1	3055	0.000233	556	137	696	0	0	0	1	11_24	20	17.719	25.903	3	0.033707865	0	138	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001508	P80372	P80376	Qb920d5a2ad1448e5989e2fb7da7ad7095dc4ade6	Qe2b96e05fcdac591d101b08aec332e3ad5bdf4cc	P80372	Q50296	1ibk	1	300852	0.999934	239	129	371	0	0	0	1	11_24	20	16.175	23.669	398	0.017595308	0	0	27.1	43.8	27.1	20-40	15-40 A	no_recorded_association	0
AC:001509	A0A287BJQ2	F1SJP6	Q13cf97c3d3b9608b3cb722e49ff63ed0ead93248	Qb35a99da6da28edffcbf1e7bf671feff7788bbc5	A0A287BJQ2	F1SJP6	7vxu	1	9823	0.999907	195	154	352	0	0	0	1	11_24	18	43.379	47.307	1	0.018181818	0	25	87.1	81.8	81.8	80-100	>=40 A	no_recorded_association	0
AC:001511	Q9SA56	Q9SUI5	Q0a1b982ac4f2bb40a90ab015b9c6a67690bc6f85	Q34f393a176a81fece011cc1e52dad308f12a277c	A5Z2K3	A0A4V8GZZ4	9gbi	1	3702	0.809941	204	130	337	0	0	0	1	11_24	17	29.646	32.695	7	0.025723473	0	16	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001512	M1UU36	Q85FP8	Q239437216a66e68784a51f0f4d0627465bfdc7df	Q9bdbb1270b9bfe19737f408ba5f1dcdbe80c10c9	M1UU36	Q85FP8	5zgb	1	280699	0.992526	222	140	365	0	0	0	1	11_24	17	50.53	55.98	1	0.029850746	0	3	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001513	Q6GMX4	Q8TCD0	Qd0dd262aee2fd21e5e2c1028f26255c1e16f180b	Q6a70a1b60acb736a917fd412dbc3247020a09617	G0YP42	Q8TCD0	6apd	1	9606	0.999906	236	239	478	0	0	0	1	11_24	15	45.192	46.972	1	0.10169492	1	19	94.0	75.4	75.4	60-80	>=40 A	no_recorded_association	0
AC:001515	O14352	Q9Y7M4	Q5d1349b68eb9aa0f50a28641de0cd9d7f5366dc3	Q0891e34d3b72006f1396269105eb53024831c9ac	O14352	Q9Y7M4	6ppp	2	284812	0.999917	121	93	217	0	0	0	1	3_10	7	11.771	16.298	4	0.0	0	4	54.7	57.7	54.7	40-60	8-15 A	no_recorded_association	0
AC:001516	A0A2K3CXW8	A8J353	Qfe3aa6ae377cfbd2f6097d933af0ce73458abddb	Qa311f910f1d9e0eb616043166e645ab1238414b7	A0A2K3CXW8	A8J353	7ekq	1	3055	0.000164	411	244	658	0	0	0	1	11_24	19	32.013	36.508	2	0.045608108	0	6	29.6	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001517	H6LC29	H6LC32	Q0fd5f521b5c3a2015e03bde9404ec3d0b6e72898	Q582b0baa5f4c876188bbd28208c60a77ef89885b	H6LC29	H6LC32	9eri	1	931626	0.940462	196	443	642	0	0	0	1	3_10	6	14.598	19.708	4	0.025553663	0	15	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001518	P87306	P87310	Q304ca61eab79e475e7a3b999b3882fc9c64386a3	Q28ceb6890306e1b722124fdb7c78dbfbaab9f3ec	P87306	P87310	5n9j	1	284812	0.999935	545	144	692	0	0	0	1	11_24	15	27.483	32.1	1	0.04950495	0	133	0.0	24.1	0.0	0-20	15-40 A	no_recorded_association	0
AC:001521	P02612	P68139	Q0bd74f43787d45a6b40bbb678ebc2af3daef325e	Qdaf66ef0496631efba1a32819620806ad346651e	P02612	P68134	8syf	1	9031	0.998992	172	377	552	0	0	1	1	3_10	8	104.831	106.717	1	0.015444015	0	99	92.4	100.0	92.4	80-100	>=40 A	no_recorded_association	0
AC:001522	Q9FJ98	Q9M1A8	Qde84193cb80d40093e4bd8b6c3b1f0e2bf6bd180	Qd33d6d247257bf9d6a62ebc6a140f6948de2a922	A0A4X1VEK9	Q9M1A8	7eu1	1	3702	0.999938	144	146	293	0	0	0	1	11_24	11	25.592	31.503	6	0.014388489	0	3	61.5	46.2	46.2	40-60	15-40 A	no_recorded_association	0
AC:001523	P48114	P48116	Qa755e6949a7fb76d9adcec4cd26bcd7988317125	Qb284e478d3e8c208dd56b7b891126b1c257c5055	P48114	P48116	7dr0	1	2762	0.000322	70	35	108	0	0	0	1	11_24	11	38.099	42.135	3	0.0	0	16	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001524	A8IL32	Q75VZ0	Q8f00f0a043229e7a1ef31a9759185bce8212abb4	Q1912cf93d908e013b364f21264d1a8cad710f219	A8IL32	Q75VY8	6jo6	1	3055	0.998674	196	264	463	0	0	0	1	11_24	19	29.509	32.441	12	0.03271028	0	3	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001525	Q2FW06	Q2FW07	Q9160276aea1a93e55fd8b9bd34d28262594c22e6	Qf2c92fdff6db7675070a0a41e4192a088857072c	A0A063X745	A0A063X8U6	6sj6	1	93061	0.999856	220	207	430	0	0	0	1	11_24	24	43.296	44.642	25	0.035532995	0	1	31.3	34.5	31.3	20-40	>=40 A	no_recorded_association	0
AC:001527	P39463	Q4JB12	Q02ccfbba7f770c16672e531f7b26b1f6b5bfa319	Q5a873897d6119d6c75a839e52bd62dddb97dde37	P39463	Q7LXK4	7oqy	1	330779	0.971822	89	114	206	0	0	0	1	11_24	14	10.105	14.222	3	0.02617801	0	24	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001528	B8YB62	B8YB63	Q927311850d9c15e054008b5fb1177c3e5dd6c372	Qc3d29c8380f2ea714966eaac6b6e18c6c9d7e1b5	P46217	B8YB63	2wb1	2	523848	0.999802	92	66	161	0	0	0	1	11_24	13	15.946	19.037	3	0.0066666667	0	70	47.3	50.0	47.3	40-60	15-40 A	no_recorded_association	0
AC:001530	A0A0M3KL10	A0A0M3KL11	Qbc13ab05ddc66ca4425b4375eb753f7a5c398ed1	Q0309f5b53485af6b424696abd0a72d18c9c7b13c	A0A0M3KL10	A0A4V8GZZ4	4y28	1	3888	0.752072	90	129	222	0	0	0	1	11_24	16	10.751	12.748	1	0.024154589	0	38	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001531	A0AA82WNX9	A0AAB0B1V7	Q5eb69324e1e0021fafbdc1fd1b01b6ba7c0d98d3	Q26f32fcf792145f3b9ba6c66a80fab624fae6fe2	A0AA82WNX9	A0AAB0B1V7	7xg4	1	287	0.08832	626	268	897	0	0	0	1	3_10	9	14.06	18.489	2	0.054018445	0	0	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001532	Q00914	Q84Y02	Q0ee44eea94de37a05177638be747dc7df2e76b5d	Q2eeb1e23ac1496995de3ae678d6da1c0f0111986	A0A4V8H005	Q84Y02	7r3k	1	3055	0.000861	81	241	325	0	0	0	1	11_24	18	41.204	45.471	10	0.016611296	0	0	30.3	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001533	A0A4V8GZZ4	A0A4V8GZZ7	Q3009cf1d255a3ad6be2364a4040bad040390a597	Q93739f5a6c8d425d468ab541e4eb29d180b5c690	A0A4V8GZZ4	Q84Y02	6igz	1	325651	0.999672	123	256	382	0	0	0	1	11_24	23	39.769	44.106	1	0.03125	0	11	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001534	A8J353	A8J3C3	Qa311f910f1d9e0eb616043166e645ab1238414b7	Qa951b32b348212d9615b1dc0481f2b5a3c51816d	A8J353	A8J3C3	7ekq	1	3055	0.000191	244	128	375	0	0	0	1	11_24	19	40.938	45.217	1	0.020588235	0	0	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001535	B6TR16	O65101	Q154b5dc1802a177a1256c5ebadac38f19156746c	Q3a2f135f0a98021ea7e5031fae1d6aaefca09ee0	A0A4V8GZZ4	A0A2K1JDR4	5zji	1	4577	0.997542	134	142	279	0	0	0	1	11_24	21	9.426	13.197	1	0.031007752	0	38	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001536	P0DOY9	Q5SLQ0	Q8bbf9fe45ace82d0f2fe6272341ac07dee5b435a	Qa6a84882b5eb397743b6fdbd1913669a898290c3	Q2FW20	P62659	5iwa	1	300852	0.999928	138	88	229	0	0	0	1	11_24	20	20.764	26.018	402	0.014018692	0	0	0.0	49.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001537	Q4JQT4	Q4JQU1	Q12de8f39a7061a76db19e6ac302b457e3edf914f	Qcda463fa8ff615cb21cf21c227ab9c69619320ba	Q4JQT4	Q4JQU1	9no1	1	341980	0.434379	316	579	898	0	0	0	1	11_24	24	37.975	40.822	1	0.047204969	0	26	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001538	C3SR52	W8T6F0	Qfe1bf6e27dcf4ba7c15a31640b2a2658ceacabc7	Qd58d372317cfd32f33215f4d24e78396024b94a3	B7IA17	Q83D76	9sx2	1	562	0.999914	118	131	252	0	0	0	1	11_24	21	25.132	29.734	1	0.021097046	0	0	27.3	23.5	23.5	20-40	15-40 A	no_recorded_association	0
AC:001540	E1C9L1	E1C9L2	Q367141a9204d2dcd7bf61632d20cc7bd96a7068d	Qa70aab04b0997608db63b51109770782487fce33	E1C9L1	E1C9L2	3lw5	1	3888	0.971969	161	170	334	0	0	0	1	11_24	18	75.15	78.466	2	0.0096463023	0	2	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001541	Q2G113	Q2G2Q4	Q4d390b7130a239d5a3c28936146d41bb0ed9206b	Q7ca3dd949099e1816cfdc06f0910686e10266af3	P21468	Q2G2Q4	8byv	1	93061	0.999539	98	116	217	0	0	0	1	11_24	20	19.537	23.527	1	0.014851485	0	2	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001542	E3UIU5	M2XR49	Qa4e04625b15f6604192a928d74a7464451c67ae6	Q88b9012f6304eb9a4574c09b8f135d3776de8166	E3UIU5	M2XR49	9kc5	1	130081	0.075875	189	227	419	0	0	0	1	11_24	20	40.038	46.193	1	0.03968254	0	11	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001544	Q9RXJ1	Q9RXK0	Q103e303066a192a03e822ce9812c62529d8b8ec4	Q9f956cc128e37163869431b7ce3b5d53a0599a67	P0CI78	Q9RXK0	2d3o	1	243230	0.999933	115	95	213	0	0	0	1	3_10	4	13.317	17.431	25	0.0099502488	0	5	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
AC:001545	A0AAN0Y0R4	A0AAN0Y3T9	Qf5ddba5a8d7d4bd6106b4db83a08eaa60dddee06	Qecc1163ea8a59f186f0bcc2da3c94c1bffcdd5eb	P21471	P17291	9h90	1	1219067	0.999933	103	156	262	0	0	0	1	11_24	17	22.099	23.625	1	0.020746888	0	0	31.5	34.6	31.5	20-40	15-40 A	no_recorded_association	0
AC:001546	E1C9L2	P10793	Qa70aab04b0997608db63b51109770782487fce33	Qb827ae4ca7714263e21a34ad8e865dd90053cd09	E1C9L2	A0A4V8H005	3lw5	1	3888	0.002962	170	81	254	0	0	0	1	11_24	18	38.358	43.78	2	0.012987013	0	2	0.0	26.1	0.0	0-20	15-40 A	no_recorded_association	0
AC:001547	A0ACD6B939	A0ACD6B943	Q9b233d1b3f254fad39a94d2057daaceff098d31c	Q4d119cba103c7e4e2d496acd2a2c539bf73f1d1c	A0ACD6B939	A0ACD6B943	4xtc	1	28214	0.992382	363	516	882	0	0	0	1	3_10	5	46.107	46.107	3	0.023284314	0	47	29.7	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001548	P0A7Z4	P0A9G4	Q76991fdc311b4221b05bd15b1444bb845aa0b341	Qe27fc1cd8b9874dcb970acf49138e007f1926e59	P0A7Z4	P0A9G4	7c17	1	83333	0.002553	329	135	467	0	0	0	1	3_10	8	33.732	36.173	4	0.018223235	0	10	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001549	Q8A0S2	Q8A1D9	Q633e4f8681612121f945534cb4ed3b0a31b94666	Q49948a107bf3733cab5c34c29e09fd010007574a	Q8A0S2	Q8A1D9	9his	1	226186	0.996694	214	493	710	0	0	0	1	3_10	4	22.722	23.612	1	0.034321373	0	63	0.0	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001550	A0A2K3CXW8	A8IS47	Qfe3aa6ae377cfbd2f6097d933af0ce73458abddb	Q9c93676b833c3c5947d392fbdcec4e8c6c311b28	A0A2K3CXW8	A8IS47	7eko	1	3055	0.999309	411	282	696	0	0	0	1	11_24	15	18.86	20.29	2	0.03894081	0	0	29.6	35.7	29.6	20-40	15-40 A	no_recorded_association	0
AC:001551	A0QSE0	A0QSL7	Q05ef1ffaa4e0a18634867be2686e3ffe94662ca8	Q1a043b97c778fe2982306b21b6b97f7670368994	P0AG63	A0QSL7	5zeu	1	246196	0.999923	98	201	302	0	0	0	1	11_24	20	25.708	30.636	20	0.014035088	0	0	29.6	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001552	C1K004	D0FXZ0	Q6cf595cc44e554a885d00f2f945ebf29d6f626c9	Qb6ae91a89fcb95eba5fbb047172c4bf36f2d9570	I0YPL4	T1RIQ1	6sl5	1	3046	0.999731	286	735	1024	0	0	0	1	11_24	19	45.26	46.126	1	0.040494938	0	49	0.0	0.0	0.0	0-20	>=40 A	no_recorded_association	0
AC:001553	P14794	Q54G86	Qcd4d4cbc8f647966788ccccf8c87854ff1005a00	Qb5831cec3dda3304995103dea55ba64e6e1f9fb8	P14794	Q54G86	5anc	1	44689	0.99984	128	136	267	0	0	0	1	3_10	10	29.693	32.478	4	0.0039370079	0	0	92.9	75.1	75.1	60-80	15-40 A	no_recorded_association	0
AC:001554	I4BYB3	I4BYB8	Q054402e48c49260592556b6475e781bff5fdd285	Q2ec8842612615c833aafff3441b81aee7cf004d6	I4BYB3	I4BYB8	7t2r	1	891968	0.062937	179	156	338	0	0	0	1	3_10	10	12.511	17.191	2	0.018927445	0	50	0.0	37.5	0.0	0-20	8-15 A	no_recorded_association	0
AC:001555	P53290	Q3E830	Qf9bf5b3efce29ff6147397ce659542705bbf1843	Q3b51a2f8d510744c039c87e4ba2dd161375add64	P53290	Q3E830	6jwp	1	559292	0.710993	341	75	419	0	0	0	1	3_10	5	27.108	30.015	1	0.015151515	0	38	47.3	0.0	0.0	0-20	15-40 A	no_recorded_association	0
AC:001556	Q57ZP0	Q586H1	Qfb6963d434b5bd30ebf0f586f455f8c421812833	Q7646ed7e6373345e9c70007a8b893bcf64bd91e9	Q57ZP0	Q586H1	6f5d	1	185431	0.991476	188	182	373	0	0	0	1	11_24	12	37.764	42.186	1	0.011173184	0	0	0.0	35.9	0.0	0-20	15-40 A	no_recorded_association	0
AC:001558	P20248	Q13309	Q780905f779684fbc3fffb8eb202fcd969cb98957	Q540071717deabb462be9e44d60836abc03e13cc7	P20248	Q13309	7b5r	1	9606	0.999856	432	424	859	0	0	2	1	3_10	7	10.174	14.688	2	0.042609854	1	8	100.0	100.0	100.0	80-100	8-15 A	other_intact	0
AC:001560	A0A5S8WF89	A0A5S8WF91	Q684beb610fdea1cfc623eeb3e5eb644c99e5071b	Q109f45d63a719cc95f58fb06b374344d03d769ff	A0A5S8WF89	A0A5S8WF91	6pij	1	666	0.559568	197	369	569	0	0	0	1	3_10	10	12.962	16.74	1	0.024856597	0	21	0.0	0.0	0.0	0-20	8-15 A	no_recorded_association	0
