pair_root	negative_id	sequence_no	pmid	evidence_semantics	anchor_accession	negative_partner_accession	positive_partner_accession	positive_evidence_tier	distinct_positive_publications	positive_detection_methods	negative_pair_fits_1024	positive_pair_fits_1024	both_pairs_fit_1024	exact_string_positive_overlap_negative	negative_score_id	positive_score_id	negative_score	positive_score	margin	positive_wins
PN6P:0061	PAIR2:GENE:23172|GENE:4193	61	25283148	association_negative	Q00987	Q15018	P04637	strict_direct_interaction	148	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0997""(ubiquitinase assay)|psi-mi:""MI:0017""(classical fluorescence spectroscopy)|psi-mi:""MI:0017""(classical fluorescence spectroscopy)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:0402""(chromatin immunoprecipitation assay)|psi-mi:""MI:0081""(peptide array)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0084""(phage display)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0071""(molecular sieving)"	1	1	1	0	PN6P:0061:negative	PN6P:0061:positive	0.999489	0.999894	0.0004049999999999887	1
PN6P:0115	PAIR2:GENE:23197|GENE:68350	115	29899553	association_negative	Q96CS3	Q8VCM5	P50552	strict_direct_interaction	2	"psi-mi:""MI:0084""(phage display)"	1	1	1	0	PN6P:0115:negative	PN6P:0115:positive	0.999147	0.002127	-0.99702	0
PN6P:0214	PAIR2:GENE:23326|GENE:3099	214	39661501	association_negative	Q9UPT9	P52789	Q9ULK2	strict_direct_interaction	7	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0081""(peptide array)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0214:negative	PN6P:0214:positive	0.000219	0.99959	0.999371	1
PN6P:0154	PAIR2:GENE:23410|GENE:3091	154	21397863	other_direct_binding	Q16665	Q9NTG7	P40337	strict_direct_interaction	30	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0047""(far western blotting)|psi-mi:""MI:0049""(filter binding)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0154:negative	PN6P:0154:positive	0.000515	0.999241	0.998726	1
PN6P:0215	PAIR2:GENE:23411|GENE:84962	215	30597111	association_negative	Q96EB6	Q96IF1	P04637	strict_direct_interaction	15	"psi-mi:""MI:0889""(acetylase assay)|psi-mi:""MI:0406""(deacetylase assay)|psi-mi:""MI:0406""(deacetylase assay)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0406""(deacetylase assay)|psi-mi:""MI:0406""(deacetylase assay)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0215:negative	PN6P:0215:positive	0.003011	0.999886	0.9968750000000001	1
PN6P:0393	PAIR2:GENE:23534|GENE:6429	393	10366588	other_direct_binding	Q9Y5L0	Q08170	Q14011	strict_direct_interaction	7	"psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0393:negative	PN6P:0393:positive	0.000145	0.0017	0.001555	1
PN6P:0325	PAIR2:GENE:2355|GENE:6659	325	35244538	association_negative	P15408	Q06945	P17275	strict_direct_interaction	17	"psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0081""(peptide array)"	1	1	1	0	PN6P:0325:negative	PN6P:0325:positive	0.069965	0.972283	0.902318	1
PN6P:0082	PAIR2:GENE:23586|GENE:30011	82	39466846	association_negative	Q96B97	O95786	P22681	strict_direct_interaction	36	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0019""(coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0082:negative	PN6P:0082:positive	0.917339	0.995672	0.07833299999999999	1
PN6P:0430	PAIR2:GENE:23586|GENE:6382	430	27279133	association_negative	P18827	O95786	P34741	strict_direct_interaction	6	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0807""(comigration in gel electrophoresis)"	0	1	0	0	PN6P:0430:negative	PN6P:0430:positive	0.013461	0.999798	0.986337	1
PN6P:0424	PAIR2:GENE:23586|GENE:6383	424	27279133	association_negative	P34741	O95786	P31431	strict_direct_interaction	8	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0807""(comigration in gel electrophoresis)"	0	1	0	0	PN6P:0424:negative	PN6P:0424:positive	0.000407	0.999736	0.9993289999999999	1
PN6P:0236	PAIR2:GENE:23586|GENE:8805	236	32324863	association_negative	O95786	O15164	Q9H1Y0	strict_direct_interaction	3	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0236:negative	PN6P:0236:positive	0.984626	0.999879	0.015252999999999961	1
PN6P:0423	PAIR2:GENE:23586|GENE:9672	423	27279133	association_negative	O95786	O75056	Q9H1Y0	strict_direct_interaction	3	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0423:negative	PN6P:0423:positive	0.000413	0.999879	0.999466	1
PN6P:0289	PAIR2:GENE:239528|GENE:5094	289	20211135	association_negative	Q15366	Q8CJG0	P11940	strict_direct_interaction	2	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)"	0	1	0	0	PN6P:0289:negative	PN6P:0289:positive	0.997811	0.999854	0.002043000000000017	1
PN6P:0060	PAIR2:GENE:2551|GENE:6886	60	21179004	association_negative	Q06546	P17542	Q14192	strict_direct_interaction	6	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	1	1	1	0	PN6P:0060:negative	PN6P:0060:positive	0.003744	0.001409	-0.002335	0
PN6P:0221	PAIR2:GENE:25803|GENE:4609	221	30217192	association_negative	P01106	O95238	P61244	strict_direct_interaction	47	"psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:1314""(proximity-dependent biotin identification)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:1112""(two hybrid prey pooling approach)|psi-mi:""MI:1356""(validated two hybrid)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0398""(two hybrid pooling approach)|psi-mi:""MI:0397""(two hybrid array)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0221:negative	PN6P:0221:positive	0.35846	0.999514	0.641054	1
PN6P:0219	PAIR2:GENE:2597|GENE:3552	219	38225348	other_direct_binding	P04406	P01583	P00558	strict_direct_interaction	5	"psi-mi:""MI:0055""(fluorescent resonance energy transfer)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	1	1	1	0	PN6P:0219:negative	PN6P:0219:positive	0.000186	0.999708	0.999522	1
PN6P:0054	PAIR2:GENE:2597|GENE:4155	54	27505161	other_direct_binding	P04406	P02686	P00558	strict_direct_interaction	5	"psi-mi:""MI:0055""(fluorescent resonance energy transfer)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	1	1	1	0	PN6P:0054:negative	PN6P:0054:positive	0.000188	0.999708	0.9995200000000001	1
PN6P:0368	PAIR2:GENE:26409|GENE:54720	368	19136967	association_negative	Q62073	Q9JHG6	P70340	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0096""(pull down)"	1	0	0	0	PN6P:0368:negative	PN6P:0368:positive	0.032488	0.998022	0.965534	1
PN6P:0376	PAIR2:GENE:26416|GENE:57810	376	17074887	association_negative	P47811	Q32MD9	P49138	strict_direct_interaction	4	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0018""(two hybrid)"	0	1	0	0	PN6P:0376:negative	PN6P:0376:positive	0.000137	0.999639	0.999502	1
PN6P:0108	PAIR2:GENE:2648|GENE:944566	108	35140694	association_negative	Q92830	Q2F514	O75717	strict_direct_interaction	2	"psi-mi:""MI:0663""(confocal microscopy)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	1	0	0	0	PN6P:0108:negative	PN6P:0108:positive	0.990501	0.029389	-0.961112	0
PN6P:0024	PAIR2:GENE:2697|GENE:4313	24	26424967	biophysical_direct	P17302	P08253	Q07157	strict_direct_interaction	8	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:2437""(holdup assay)|psi-mi:""MI:0096""(pull down)"	0	0	0	0	PN6P:0024:negative	PN6P:0024:positive	0.000166	0.989162	0.988996	1
PN6P:0411	PAIR2:GENE:27071|GENE:5062	411	22981863	other_direct_binding	Q13177	Q9UN19	P63000	strict_direct_interaction	15	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0398""(two hybrid pooling approach)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)"	1	1	1	0	PN6P:0411:negative	PN6P:0411:positive	0.000141	0.999685	0.9995440000000001	1
PN6P:0469	PAIR2:GENE:27255|GENE:351	469	35959488	other_direct_binding	P05067	Q9UQ52	O00213	strict_direct_interaction	8	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0469:negative	PN6P:0469:positive	0.209572	0.998626	0.789054	1
PN6P:0251	PAIR2:GENE:2879|GENE:7157	251	35915092	association_negative	P04637	P36969	Q00987	strict_direct_interaction	148	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0077""(nuclear magnetic resonance)|psi-mi:""MI:0004""(affinity chromatography technology)|psi-mi:""MI:0114""(x-ray crystallography)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)|psi-mi:""MI:0997""(ubiquitinase assay)|psi-mi:""MI:0017""(classical fluorescence spectroscopy)|psi-mi:""MI:0017""(classical fluorescence spectroscopy)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:0012""(bioluminescence resonance energy transfer)|psi-mi:""MI:0402""(chromatin immunoprecipitation assay)|psi-mi:""MI:0081""(peptide array)|psi-mi:""MI:0071""(molecular sieving)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0084""(phage display)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0813""(proximity ligation assay)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0028""(cosedimentation in solution)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0729""(luminescence based mammalian interactome mapping)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0411""(enzyme linked immunosorbent assay)|psi-mi:""MI:0071""(molecular sieving)"	1	1	1	0	PN6P:0251:negative	PN6P:0251:positive	0.009709	0.999879	0.99017	1
PN6P:0126	PAIR2:GENE:2896|GENE:558	126	40596721	biophysical_direct	P28799	P30530	P07602	strict_direct_interaction	5	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0416""(fluorescence microscopy)"	0	0	0	0	PN6P:0126:negative	PN6P:0126:positive	8.1e-05	0.901667	0.901586	1
PN6P:0496	PAIR2:GENE:29110|GENE:653820	496	35844609	association_negative	Q9UHD2	Q86X60	Q9GZQ8	strict_direct_interaction	2	"psi-mi:""MI:0053""(fluorescence polarization spectroscopy)|psi-mi:""MI:0065""(isothermal titration calorimetry)"	1	1	1	0	PN6P:0496:negative	PN6P:0496:positive	0.002816	0.998962	0.996146	1
PN6P:0244	PAIR2:GENE:29110|GENE:8805	244	32324863	association_negative	Q9UHD2	O15164	Q9Y6K9	strict_direct_interaction	11	"psi-mi:""MI:0089""(protein array)|psi-mi:""MI:2289""(virotrap)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	0	0	0	0	PN6P:0244:negative	PN6P:0244:positive	0.999194	0.999883	0.0006889999999999397	1
PN6P:0333	PAIR2:GENE:29126|GENE:6713	333	39809787	association_negative	Q9NZQ7	Q14534	P33681	strict_direct_interaction	16	"psi-mi:""MI:0054""(fluorescence-activated cell sorting)|psi-mi:""MI:0089""(protein array)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0030""(cross-linking study)"	1	1	1	0	PN6P:0333:negative	PN6P:0333:positive	0.000126	0.999855	0.9997290000000001	1
PN6P:0338	PAIR2:GENE:29126|GENE:965	338	39164573	association_negative	Q9NZQ7	P19256	P33681	strict_direct_interaction	16	"psi-mi:""MI:0054""(fluorescence-activated cell sorting)|psi-mi:""MI:0089""(protein array)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0107""(surface plasmon resonance)|psi-mi:""MI:0892""(solid phase assay)|psi-mi:""MI:0030""(cross-linking study)"	1	1	1	0	PN6P:0338:negative	PN6P:0338:positive	0.99959	0.999855	0.00026500000000007073	1
PN6P:0339	PAIR2:GENE:29127|GENE:7153	339	34239347	association_negative	Q9H0H5	P11388	Q9H8V3	strict_direct_interaction	14	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)"	0	0	0	0	PN6P:0339:negative	PN6P:0339:positive	0.98604	0.994724	0.008684000000000025	1
PN6P:0329	PAIR2:GENE:29127|GENE:9371	329	34239347	association_negative	Q9H0H5	O15066	Q9H8V3	strict_direct_interaction	14	"psi-mi:""MI:0096""(pull down)|psi-mi:""MI:0065""(isothermal titration calorimetry)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0006""(anti bait coimmunoprecipitation)|psi-mi:""MI:0018""(two hybrid)"	0	0	0	0	PN6P:0329:negative	PN6P:0329:positive	0.918153	0.994724	0.07657100000000006	1
PN6P:0381	PAIR2:GENE:29128|GENE:8361	381	21777816	other_direct_binding	P62805	Q96T88	P68431	strict_direct_interaction	17	"psi-mi:""MI:0231""(mammalian protein protein interaction trap)|psi-mi:""MI:0676""(tandem affinity purification)|psi-mi:""MI:0038""(dynamic light scattering)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0007""(anti tag coimmunoprecipitation)|psi-mi:""MI:0826""(x ray scattering)|psi-mi:""MI:0071""(molecular sieving)"	1	1	1	0	PN6P:0381:negative	PN6P:0381:positive	0.999929	0.99984	-8.900000000000574e-05	0
